id,name,type,vid_res,language,home_away,call_sign
4167,Dish449,TV,,en,away,Dish449
4168,WUFC 1510,AM,,es,away,WUFC1510
4185,DishHD-9514,TV,,en,away,Dish-9514
4186,DishHD-9515,TV,,en,away,Dish-9515
4187,DishHD-9516,TV,,en,away,Dish-9516
4188,DishHD-9519,TV,,en,home,Dish-9519
4189,WJFK 1580 AM,AM,,en,away,WJFK
4204,WHIM 1080,AM,,en,away,WHIM1080
4224,Dish450,TV,,en,away,Dish450
4226,DishHD-9517,TV,,en,away,Dish-9517
4227,DishHD-9518,TV,,en,away,Dish-9518
4245,Dish455,TV,,en,home,FSWI
4246,DishHD-9573,TV,,en,away,Dish-9573
4264,MLB.TV -- blackout free,TV,,en,away,MLB.TV
4284,TVA Sports,TV,,fr,away,TVA
4304,WEEI 93.7 FM/850 AM,AM,,en,home,WEEI
4324,KDKA-FM 93.7,FM,,en,away,KDKA
4384,Bally Sports North+,TV,,en,home,BSNO+
4444,WNEW 1580,AM,,en,away,WNEW1580
4445,WLBA 1130,AM,,es,away,WLBA
4464,97.5 ESPN Deportes,FM,,es,away,97.5 ESPN
4484,FSW-ESP ,TV,,es,home,FSW
4485,Jose 106.9 FM,FM,,es,home,106.9
4504,Dish442,TV,,en,home,Dish442
4505,Dish440,TV,,en,home,Dish440
4506,Dish441,TV,,en,away,Dish441
4507,Dish443,TV,,en,away,Dish443
4508,DishHD-9580,TV,,en,home,Dish-9580
4509,DishHD-9575,TV,,en,home,Dish-9575
4510,DishHD-9581,TV,,en,away,Dish-9581
4511,DishHD-9579,TV,,en,away,Dish-9579
4512,Bally Sports San Diego,TV,,en,home,BSSD
4524,Bally Sports Midwest+,TV,,en,away,BSMW+
4544,Sun Sports (Alt.),TV,,en,away,SUN
4545,Bally Sports Wisconsin,TV,,en,home,BSWI
4604,ESPN Deportes 1050,AM,,es,away,ESPN-1050
4624,Go 96.3,FM,,en,home,Go 96.3
4664,A's Radio Network,AM,,en,away,A's Radio
4665,103.3 ESPN (delay),FM,,en,home,103.3
4666,WAXY 790AM/104.3FM,FM,,en,home,WAXY 790
4668,WEEI 93.7,FM,,en,away,WEEI
4669,99X,FM,,en,home,99X
4671,710 ESPN (delay),AM,,en,away,710
4673,WUSA 9,TV,,en,home,WUSA 9
4674,WEPN 1050,AM,,en,home,WEPN
4684,FX Canada,TV,,en,away,FXCanada
4685,KOFY 20,TV,,en,home,KOFY 20
4686,Telemundo 48,TV,,es,away,Tele. 48
4704,WTTM 1680,AM,,es,home,WTTM1680
4724,FS-D (live),TV,,en,home,FSD
4725,FS1,TV,,en,away,FS1
4726,SNET-1,TV,,en,home,SNET-1
4727,Brewers Radio Network,AM,,en,home,MIL Radio
4745,Cubs Radio Network,AM,,en,home,CHC Radio
4764,Radio Korea 1540,AM,,ko,home,1540
4765,PRIME ALTERNATE,TV,,en,away,PRIME
4768,ESPN Deportes 1490,AM,,es,home,ESPN-1490
4784,KNRV 1150,AM,,es,home,KNRV
4804,WXTB 98 Rock/97.9,FM,,en,away,WXTB 98 
4824,WDCH 99.1,FM,,en,away,WDCH99.1
4844,KMCQ 104.5,FM,,en,away,KMCQ104.5
4864,98.1 WOGL,FM,,en,away,98.1WOGL
4884,KHOW 630,AM,,en,home,KHOW 630
4955,TuneIn Audio,INET,,en,away,TuneIn
4965,SportsNet LA,TV,,en,away,SNLA
4966,NBC 10,TV,,en,home,NBC 10
4970,710 WOR,AM,,en,away,WOR
4975,98.7 FM Arizona's Sports Station,FM,,en,home,98.7 FM 
4980,ROOT SPORTS (delay),TV,,en,away,ROOT SP
4981,610 AM WIOD,AM,,en,away,610 WIOD
4982,SNLA Deportes,TV,,es,home,SNLA (Sp)
4985,Braves Radio Network,AM,,en,home,ATL Radio
4986,WCNN 680/WYAY 106.7,AM,,en,away,WCNN
4987,Bally Deportes San Diego,TV,,en,home,BDSD (Sp)
4988,Reds Radio Network,AM,,en,home,CIN Radio
4989,Orioles Radio Network,AM,,en,home,O's Radio
4991,Rangers Radio Network,FM,,en,home,TEX Radio
4995,WCCM 1490 AM/103.7 FM,AM,,es,away,WCCM 1490
4996,WCCM 1110 AM,AM,,es,away,WCCM 1110
4998,KLIF 570,AM,,en,away,KLIF 570
4999,ROOTNW (Sp.),TV,,es,home,RSNW
5000,RSNW-ESP,AM,,es,home,ROOT
5015,KVI 570,AM,,en,home,KVI 570
5020,ESPN Deportes,AM,,es,home,ESPN Dep.
5025,93.5,FM,,en,home,93.5
5030,97.9 FM/1250 AM,AM,,en,away,97.9
5035,FOX / FS1,TV,HD,en,away,FOX/FS1
5045,FOX Deportes,TV,,es,home,FOX Dep.
5050,ROOTSW,TV,,en,home,RSSW
5055,ABC 7,TV,,en,home,ABC 7
5060,Indians Radio Network,FM,,en,away,CLE Radio
5061,WatchESPN,TV,,en,away,WatchESPN
5065,KYKY 98.1,FM,,en,away,KYKY98.1
5070,WBBM 780,AM,,en,away,WBBM 780
5075,WPWR,TV,,en,away,WPWR
5080,KBME 790 (delay),AM,,en,home,KBME
5085,KPRC 950 (delay),AM,,en,away,KPRC 950
5090,KPRC 950,AM,,en,home,KPRC 950
5095,KMPC 1540,AM,,ko,home,KMPC1540
5100,KTRH 740 (delay),AM,,en,home,KTRH 740
5105,Rockies Radio Network,AM,,en,away,COL Radio
5115,TVA Sports 2,TV,,fr,away,TVA Sp 2
5120,KFCD 990 AM,AM,,en,away,KFCD 990
