mlbam,name,active,address1,address2,postal_code,city,state,country,phone,lat,lon,turf_type,roof_type,left_line,right_line,left,center,right,left_center,right_center,tz_id,tz_offset,tz,retroID
2683,Isotopes Park,True,1601 Avenida Cesar Chavez SE,,87106,Albuquerque,NM,USA,,,,Grass,Open,340.0,340.0,,400.0,,428.0,428.0,America/Denver,-6,MDT,
2505,Fort Lauderdale Stadium,False,,,,Ft. Lauderdale,FL,USA,,,,Grass,Open,332.0,320.0,,401.0,,,,America/New_York,-4,EDT,
2509,Chain of Lakes Park,False,,,,Winter Haven,FL,USA,,,,Grass,Open,340.0,,,425.0,340.0,,,America/New_York,-4,EDT,
2513,Space Coast Stadium,False,"5800 Stadium Parkway, Suite 101",,32940,Viera,FL,USA,,,,Grass,Open,340.0,340.0,,404.0,,,,America/New_York,-4,EDT,
2517,Holman Stadium,False,3901 26th Street,,32960,Vero Beach,FL,USA,,,,Grass,Open,340.0,340.0,,410.0,,,,America/New_York,-4,EDT,
2521,Knights Stadium,False,2280 Deerfield Drive,,29715,Charlotte,NC,USA,,,,Grass,Open,325.0,325.0,,400.0,,,,America/New_York,-4,EDT,
2524,Phoenix Municipal Stadium,False,Phoenix Municipal Stadium,5999 East Van Buren Street,85008,Phoenix,AZ,USA,(602) 262-6421,,,Grass,Open,345.0,345.0,390.0,410.0,390.0,,,America/Phoenix,-7,MST,
2529,Sutter Health Park,True,400 Ballpark Drive,,95691,Sacramento,CA,USA,,38.580209,-121.514057,Grass,Open,330.0,325.0,,403.0,,380.0,380.0,America/Los_Angeles,-7,PDT,
2532,Scottsdale Stadium,True,Scottsdale Stadium,7408 East Osborn Road,85251,Scottsdale,AZ,USA,(480) 312-2586,33.48869,-111.92099,Grass,Open,360.0,330.0,,430.0,,,,America/Phoenix,-7,MST,
2540,Joseph P. Riley Jr. Ballpark,True,360 Fishburne Street,,29403,Charleston,SC,USA,,32.79070152,-79.96127598,Grass,Open,305.0,337.0,,399.0,,376.0,376.0,America/New_York,-4,EDT,
5,Progressive Field,True,2401 Ontario Street,,44115,Cleveland,OH,USA,(216) 420-4200,41.495861,-81.685255,Grass,Open,325.0,325.0,370.0,405.0,,410.0,375.0,America/New_York,-4,EDT,CLE08
13,Globe Life Park in Arlington,False,1000 Ballpark Way,,76011,Arlington,TX,USA,(817) 273-5222,32.751321,-97.082682,Grass,Open,332.0,325.0,,400.0,381.0,390.0,407.0,America/Chicago,-5,CDT,ARL02
32,American Family Field,True,One Brewers Way,,53214,Milwaukee,WI,USA,(414) 902-4400,43.02838,-87.97099,Grass,Retractable,344.0,345.0,,400.0,,371.0,374.0,America/Chicago,-5,CDT,MIL06
2602,Great American Ball Park,True,100 Main Street,,45202-4109,Cincinnati,OH,USA,(513) 765-7000,39.097389,-84.506611,Grass,Open,328.0,325.0,,404.0,,379.0,370.0,America/New_York,-4,EDT,CIN09
2700,BayCare Ballpark,True,601 N. Old Coachman Road,,33765,Clearwater,FL,USA,,27.97136,-82.73199,Grass,Open,329.0,330.0,,401.0,,,,America/New_York,-4,EDT,
26,Veterans Stadium,False,,,,Philadelphia,PA,USA,,,,Artificial Turf,Open,330.0,330.0,,408.0,,371.0,371.0,America/New_York,-4,EDT,PHI12
2519,CenturyLink Sports Complex Fields,True,"Lee County Sports Complex, Hammond County Stadium",14100 Six Mile Cypress Parkway,33912,Fort Myers,FL,USA,(239) 533-7275,,,Grass,Open,330.0,330.0,,405.0,,,,America/New_York,-4,EDT,
17,Wrigley Field,True,1060 West Addison,,60613-4397,Chicago,IL,USA,(773) 404-2827,41.948171,-87.655503,Grass,Open,355.0,353.0,,400.0,,368.0,368.0,America/Chicago,-5,CDT,CHI11
2501,Kino Veterans Memorial Stadium,True,2500 E. Ajo Way,,85713,Tucson,AZ,USA,,,,Grass,Open,340.0,405.0,388.0,405.0,388.0,,,America/Phoenix,-7,MST,
19,Coors Field,True,2001 Blake Street,,80205-2000,Denver,CO,USA,(303) 292-0200,39.756042,-104.994136,Grass,Open,347.0,350.0,390.0,415.0,375.0,420.0,424.0,America/Denver,-6,MDT,DEN02
2545,Christensen Stadium,False,,,,Midland,TX,USA,,,,Grass,Open,333.0,333.0,,398.0,,,,America/Chicago,-5,CDT,
2721,Robert F. Kennedy Memorial Stadium,False,,,,Washington,DC,USA,,,,Grass,Open,336.0,336.0,,410.0,,385.0,385.0,America/New_York,-4,EDT,WAS10
2722,Hammons Field,True,955 East Trafficway,,65802,Springfield,MO,USA,,,,Grass,Open,315.0,330.0,,400.0,,365.0,365.0,America/Chicago,-5,CDT,
2723,First National Bank Field,True,408 Bellemeade Street,,27401,Greensboro,NC,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
2724,Louisville Slugger Field,True,401 East Main Street,,40202,Louisville,KY,USA,,,,Grass,Open,325.0,340.0,,405.0,,375.0,375.0,America/Kentucky/Louisville,-4,EDT,
2725,NelsonCorp Field,True,537 Ballpark Drive,,52732,Clinton,IA,USA,,,,Grass,Open,335.0,325.0,,390.0,,,,America/Chicago,-5,CDT,
2726,Dan Daniel Memorial Park,True,302 River Park Drive,,24540,Danville,VA,USA,,,,Grass,Open,330.0,330.0,,400.0,,,,America/New_York,-4,EDT,
2728,San Manuel Stadium,True,280 South E Street,,92401,San Bernardino,CA,USA,,,,Grass,Open,330.0,330.0,,410.0,,,,America/Los_Angeles,-7,PDT,
2729,Arthur W. Perdue Stadium,True,6400 Hobbs Road,,21804,Salisbury,MD,USA,,,,Grass,Open,309.0,309.0,,402.0,,,,America/New_York,-4,EDT,
2730,Avista Stadium,True,602 North Havana Street,,99202,Spokane,WA,USA,,,,Grass,Open,335.0,335.0,,398.0,,,,America/Los_Angeles,-7,PDT,
2731,Banner Island Ballpark,True,404 West Fremont Street,,95203,Stockton,CA,USA,,,,Grass,Open,300.0,326.0,,,,385.0,389.0,America/Los_Angeles,-7,PDT,
2732,Blair County Ballpark,False,,,,Altoona,PA,USA,,,,Grass,Open,315.0,325.0,,400.0,,,,America/New_York,-4,EDT,
2733,Peoples Natural Gas Field,True,1000 Park Avenue,,16602,Altoona,PA,USA,,,,Grass,Open,325.0,325.0,,405.0,,365.0,375.0,America/New_York,-4,EDT,
2734,Bowen Field,True,Stadium Drive - Bowen Field,,24701,Bluefield,WV,USA,,,,Grass,Open,335.0,335.0,,365.0,,,,America/New_York,-4,EDT,
2735,BB&T Ballpark,True,1700 W. 4th Street,,17701,Williamsport,PA,USA,,41.2419845,-77.0475104,Grass,Open,345.0,350.0,,405.0,,,,America/New_York,-4,EDT,
2736,Burlington Athletic Stadium,True,1450 Graham Street,,27217,Burlington,NC,USA,,,,Grass,Open,335.0,335.0,,410.0,,,,America/New_York,-4,EDT,
2737,C.O. Brown Stadium,False,,,,Battle Creek,MI,USA,,,,Grass,Open,322.0,333.0,,402.0,,,,America/Detroit,-4,EDT,
2738,Eastwood Field,True,111 Eastwood Mall Blvd.,,44446,Niles,OH,USA,,,,Grass,Open,335.0,335.0,,405.0,,,,America/New_York,-4,EDT,
2739,Calfee Park,True,700 South Washington Ave.,,24301,Pulaski,VA,USA,,,,Grass,Open,335.0,310.0,,405.0,,,,America/New_York,-4,EDT,
2740,Canal Park,True,300 S. Main Street,,44308,Akron,OH,USA,,,,Grass,Open,331.0,337.0,,400.0,,376.0,375.0,America/New_York,-4,EDT,
2741,Capital City Stadium,False,,,,Columbia,SC,USA,,,,Grass,Open,330.0,320.0,,395.0,,,,America/New_York,-4,EDT,
2742,Carl Barger Baseball Complex,False,5800 Stadium Pkwy,,32940-8003 ,Melbourne,FL,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
2743,Carpenter Complex,True,651 N. Old Coachman Rd.,,3765-2321,Clearwater,FL,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
3429,Fluor Field at the West End,True,945 S. Main Street,,29601,Greenville,SC,USA,,34.84218091,-82.40817564,Grass,Open,310.0,302.0,,420.0,,379.0,380.0,America/New_York,-4,EDT,
4629,Sloan Park,True,2330 West Rio Salado Parkway,,85201,Mesa,AZ,USA,,33.43081,-111.882,Grass,Open,360.0,360.0,366.0,410.0,398.0,,,America/Phoenix,-7,MST,
3569,Bowling Green Ballpark,True,300 8th Avenue,,42102,Bowling Green,KY,USA,,,,Grass,Open,318.0,326.0,,400.0,,,,America/Chicago,-5,CDT,
4129,Homestead Sports Complex,False,,,,Homestead,FL,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
2744,Centennial Field,True,287 Colchester Avenue,,5401,Burlington,VT,USA,,,,Grass,Open,330.0,323.0,,405.0,,,,America/New_York,-4,EDT,
2745,Cheney Stadium,True,2502 S. Tyler Street,,98405,Tacoma,WA,USA,,,,Grass,Open,325.0,325.0,,425.0,,355.0,355.0,America/Los_Angeles,-7,PDT,
2746,Civic Stadium,False,,,,Eugene,OR,USA,,,,Grass,Open,335.0,328.0,,400.0,,,,America/Los_Angeles,-7,PDT,
2747,TicketReturn.com Field,True,1251 21st Avenue N.,,29577,Myrtle Beach,SC,USA,,,,Grass,Open,325.0,328.0,,405.0,,,,America/New_York,-4,EDT,
2748,Dehler Park,True,2611 9th Avenue North,,59101,Billings,MT,USA,,,,Grass,Open,335.0,325.0,,405.0,,,,America/Denver,-6,MDT,
2749,FNB Field,True,245 Championship Way,,17101,Harrisburg,PA,USA,,,,Grass,Open,325.0,325.0,,400.0,,410.0,410.0,America/New_York,-4,EDT,
2750,Community Field,True,2712 Mt. Pleasant Street,,52601,Burlington,IA,USA,,,,Grass,Open,338.0,318.0,,403.0,,,,America/Chicago,-5,CDT,
2751,Cooper Stadium,False,,,,Columbus,OH,USA,,,,Grass,Open,355.0,330.0,,400.0,,,,America/New_York,-4,EDT,
2752,Damaschke Field,False,,,,Oneonta,NY,USA,,,,Grass,Open,350.0,350.0,,406.0,,,,America/New_York,-4,EDT,
2753,Boyce Cox Field,True,1501 Euclid Ave.,,24201,Bristol,VA,USA,,,,Grass,Open,325.0,310.0,,400.0,,,,America/New_York,-4,EDT,
2754,Jackie Robinson Training Complex,False,,,,Vero Beach,FL,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
2755,Riders Field,True,7300 RoughRiders Trail,,75034,Frisco,TX,USA,,,,Grass,Open,335.0,335.0,,409.0,,364.0,383.0,America/Chicago,-5,CDT,
2756,Sahlen Field,True,One James D Griffin Plaza,,14203,Buffalo,NY,USA,,,,Grass,Open,325.0,325.0,,404.0,,371.0,367.0,America/New_York,-4,EDT,
2757,Dutchess Stadium,True,1500 Route 9D,,12590,Wappingers Falls,NY,USA,,41.52792743,-73.9608904,Artificial Turf,Open,325.0,325.0,,400.0,,,,America/New_York,-4,EDT,
2759,Classic Park,True,35300 Vine Street,,44095,Eastlake,OH,USA,,41.640758,-81.436205,Grass,Open,320.0,320.0,,400.0,,,,America/New_York,-4,EDT,
2760,Edward A. LeLacheur Park,True,450 Aiken Street,,1854,Lowell,MA,USA,,,,Grass,Open,337.0,302.0,,400.0,,,,America/New_York,-4,EDT,
2761,Wake Forest Baseball Park,False,,,,Winston-Salem,NC,USA,,,,Artificial Turf,Open,,,,,,,,America/New_York,-4,EDT,
2762,Funko Field,True,3802 Broadway,,98201,Everett,WA,USA,,,,Artificial Turf,Open,330.0,330.0,,395.0,,,,America/Los_Angeles,-7,PDT,
2763,Falcon Park,True,130 N. Division Street,,13021,Auburn,NY,USA,,,,Grass,Open,330.0,330.0,,400.0,,,,America/New_York,-4,EDT,
2764,Atrium Health Ballpark,True,2888 Moose Road,,28083,Kannapolis,NC,USA,,,,Grass,Open,330.0,310.0,,400.0,,,,America/New_York,-4,EDT,
2765,LMCU Ballpark,True,4500 West River Drive,,49321,Comstock Park,MI,USA,,,,Grass,Open,317.0,327.0,,402.0,,380.0,380.0,America/Detroit,-4,EDT,
2766,Day Air Ballpark,True,220 N. Patterson Blvd.,,45402,Dayton,OH,USA,,,,Grass,Open,338.0,338.0,,402.0,,,,America/New_York,-4,EDT,
2767,Fifth Third Field,True,406 Washington Street,,43604,Toledo,OH,USA,,,,Grass,Open,320.0,315.0,,406.0,,365.0,370.0,America/New_York,-4,EDT,
2768,Momentum Bank Ballpark,True,5514 Champions Drive,,79706,Midland,TX,USA,,,,Grass,Open,325.0,315.0,,395.0,,365.0,385.0,America/Chicago,-5,CDT,
2769,FirstEnergy Stadium,True,1900 South Centre Avenue,,19605,Reading,PA,USA,,40.36523209,-75.93401201,Grass,Open,330.0,330.0,,400.0,,370.0,370.0,America/New_York,-4,EDT,
2770,Lew Wolff Training Complex,True,651 N. Center,,85211,Mesa,AZ,USA,,,,Grass,Open,,,,,,,,America/Phoenix,-7,MST,
2771,Fox Cities Stadium,True,2400 N. Casaloma Drive,,54913,Appleton,WI,USA,,,,Grass,Open,325.0,325.0,,400.0,,385.0,405.0,America/Chicago,-5,CDT,
2772,Smith's Ballpark,True,77 West 1300 South,,84115,Salt Lake City,UT,USA,,,,Grass,Open,345.0,315.0,,420.0,,385.0,375.0,America/Denver,-6,MDT,
2773,Frontier Field,True,One Morrie Silver Way,,14608,Rochester,NY,USA,,,,Grass,Open,335.0,325.0,,402.0,,385.0,370.0,America/New_York,-4,EDT,
2775,Gene Autry Park,False,4125 East McKellips Road,,85215,Mesa,AZ,USA,,,,Grass,Open,,,,,,,,America/Phoenix,-7,MST,
2776,Golden Park,False,,,,Columbus,GA,USA,,,,Grass,Open,330.0,330.0,,415.0,,,,America/New_York,-4,EDT,
2777,Grainger Stadium,True,400 East Grainger Avenue,,28501,Kinston,NC,USA,,,,Grass,Open,335.0,335.0,,390.0,,,,America/New_York,-4,EDT,
2778,Grayson Stadium,False,1401 E. Victory Dr.,,31404,Savannah,GA,USA,,,,Grass,Open,290.0,310.0,,410.0,,,,America/New_York,-4,EDT,
2779,Hadlock Field,True,271 Park Avenue,,4102,Portland,ME,USA,,43.65664577,-70.27827358,Grass,Open,315.0,330.0,,400.0,,,,America/New_York,-4,EDT,
2780,Hank Aaron Stadium,False,755  Bolling Bros. Blvd.,,36606,Mobile,AL,USA,,,,Grass,Open,325.0,310.0,,400.0,,396.0,387.0,America/Chicago,-5,CDT,
2781,Harbor Park,True,150 Park Avenue,,23510,Norfolk,VA,USA,,,,Grass,Open,333.0,318.0,,410.0,,368.0,368.0,America/New_York,-4,EDT,
2782,Nymeo Field,True,21 Stadium Drive,,21703,Frederick,MD,USA,,,,Grass,Open,325.0,325.0,,400.0,,365.0,365.0,America/New_York,-4,EDT,
2783,Herschel Greer Stadium,False,534 Chestnut Street,,37203,Nashville,TN,USA,,,,Grass,Open,327.0,327.0,,400.0,,,,America/Chicago,-5,CDT,
2784,TVA Credit Union Ballpark,True,111 Legion Street,,37601,Johnson City,TN,USA,,,,Grass,Open,320.0,320.0,,410.0,,,,America/New_York,-4,EDT,
2785,Hunnicutt Field,True,205 Old Bluefield Road,,24740,Princeton,WV,USA,,,,Grass,Open,330.0,330.0,,396.0,,,,America/New_York,-4,EDT,
2786,Hunter Wright Stadium,True,800 Granby Road,,37664,Kingsport,TN,USA,,,,Grass,Open,330.0,330.0,,410.0,,,,America/New_York,-4,EDT,
2787,Jackie Robinson Ballpark,True,105 East Orange Avenue,,32114,Daytona Beach,FL,USA,,,,Grass,Open,317.0,325.0,,400.0,,,,America/New_York,-4,EDT,
2788,Northeast Community Credit Union Ballpark,True,208 North Holly Lane,,37643,Elizabethon,TN,USA,,,,Grass,Open,335.0,326.0,,414.0,,,,America/New_York,-4,EDT,
2789,Joe W. Davis Municipal Stadium,False,3125 Leeman Ferry Road,,35801,Huntsville,AL,USA,,,,Grass,Open,345.0,330.0,,405.0,,,,America/Chicago,-5,CDT,
2790,Modern Woodmen Park,True,209 South Gaines Street,,52802,Davenport,IA,USA,,,,Grass,Open,340.0,340.0,,390.0,,,,America/Chicago,-5,CDT,
2791,John Thurman Field,True,601 Neece Drive,,95351,Modesto,CA,USA,,,,Grass,Open,312.0,319.0,,400.0,,,,America/Los_Angeles,-7,PDT,
2792,Joseph L. Bruno Stadium,True,80 Vandenburg Avenue,,12180,Troy,NY,USA,,,,Grass,Open,325.0,325.0,,400.0,,,,America/New_York,-4,EDT,
2793,Frawley Stadium,True,801 Shipyard Drive,,19801,Wilmington,DE,USA,,,,Grass,Open,325.0,325.0,,400.0,,,,America/New_York,-4,EDT,
2794,Kindrick Legion Field,False,1300 North Ewing Street,,59601,Helena,MT,USA,,,,Grass,Open,335.0,325.0,,400.0,,,,America/Denver,-6,MDT,
2795,Maimonides Park,True,1904 Surf Avenue,,11224,Brooklyn,NY,USA,,,,Artificial Turf,Open,315.0,325.0,,412.0,,,,America/New_York,-4,EDT,
2796,L.P. Frans Stadium,True,2500 Clement Blvd. N.W.,,28601,Hickory,NC,USA,,,,Grass,Open,330.0,330.0,,401.0,,,,America/New_York,-4,EDT,
2797,PNC Field,True,"50 Glenmaura National Blvd., Suite 101",,18507,Moosic,PA,USA,,41.360251,-75.684201,Grass,Open,330.0,330.0,,408.0,,371.0,371.0,America/New_York,-4,EDT,
2798,Lake Olmstead Stadium,False,78 Milledge Road,,30904,Augusta,GA,USA,,,,Grass,Open,330.0,330.0,,400.0,,,,America/New_York,-4,EDT,
2799,The Hangar,True,45116 Valley Central Way,,93536,Lancaster,CA,USA,,,,Grass,Open,350.0,350.0,,410.0,,,,America/Los_Angeles,-7,PDT,
2800,Lawrence-Dumont Stadium,False,,,,Wichita,KS,USA,,,,Grass,Open,344.0,312.0,,401.0,,,,America/Chicago,-5,CDT,
2801,Centene Stadium at Legion Park,True,1015 25th Street North,,59401,Great Falls,MT,USA,,,,Grass,Open,335.0,335.0,,414.0,,,,America/Denver,-6,MDT,
2802,Lindquist Field,True,2330 Lincoln Avenue,,84401,Ogden,UT,USA,,,,Grass,Open,335.0,334.0,,396.0,,,,America/Denver,-6,MDT,
2803,Bank of the James Stadium,True,3180 Fort Avenue,,24501,Lynchburg,VA,USA,,,,Grass,Open,325.0,325.0,,390.0,,,,America/New_York,-4,EDT,
2727,Wild Health Field,True,207 Legends Lane,,40505,Lexington,KY,USA,,,,Artificial Turf,Open,320.0,318.0,,401.0,,,,America/New_York,-4,EDT,
2805,American Family Fields of Phoenix - Complex,False,3600 North 51st Avenue,,85031,Phoenix,AZ,USA,,,,Grass,Open,,,,,,,,America/Phoenix,-7,MST,
2774,FredNats Ballpark,True,7 County Complex Ct.,,22192,Fredericksburg,VA,USA,,,,Grass,Open,315.0,315.0,,400.0,,,,America/New_York,-4,EDT,
2806,Heritage Field,False,12000 Stadium Way,,92301,Adelanto,CA,USA,,,,Grass,Open,340.0,340.0,,401.0,,,,America/Los_Angeles,-7,PDT,
2807,McCormick Field,True,30 Buchanan Place,,28801,Asheville,NC,USA,,35.58750495,-82.54955703,Grass,Open,328.0,300.0,,402.0,,,,America/New_York,-4,EDT,
2808,McCoy Stadium,True,One Ben Mondor Way,,2860,Pawtucket,RI,USA,,,,Grass,Open,325.0,325.0,,400.0,,379.0,375.0,America/New_York,-4,EDT,
3789,Greater Nevada Field,True,250 Evans Ave.,,89501,Reno,NV,USA,,,,Grass,Open,339.0,340.0,,410.0,,370.0,424.0,America/Los_Angeles,-7,PDT,
2824,Papago Sports Complex,True,1802 N. 64th St.,,85008,Phoenix,AZ,USA,(602) 495-7240,33.46819436,-111.9456163,Grass,Open,,,,,,,,America/Phoenix,-7,MST,
3790,Parkview Field,True,1301 Ewing Street,,46802,Fort Wayne,IN,USA,,41.07424833,-85.14285943,Grass,Open,320.0,320.0,,400.0,,,,America/Indiana/Indianapolis,-4,EDT,
5186,Webster Bank Arena,False,,,,Bridgeport,CT,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
2867,Municipal Stadium,False,,,,Greenville ,SC,USA,,,,Grass,Open,345.0,345.0,,400.0,,,,America/New_York,-4,EDT,
2889,Busch Stadium,True,700 Clark Street,,63102,St. Louis,MO,USA,(314) 345-9600,38.62256667,-90.19286667,Grass,Open,336.0,335.0,,400.0,,375.0,375.0,America/Chicago,-5,CDT,STL10
3109,League Park,False,,,,Washington,DC,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,WAS07
3110,League Park,False,,,,Washington,DC,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,WAS08
3111,Arlington Stadium,False,,,,Arlington,TX,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,ARL01
3112,Atlanta-Fulton County Stadium,False,,,,Atlanta,GA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,ATL01
3113,Baker Bowl,False,,,,Philadelphia,PA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,PHI09
3114,Bennett Park,False,,,,Detroit,MI,USA,,,,Grass,Open,,,,,,,,America/Detroit,-4,EDT,DET02
3115,Braves Field,False,,,,Boston,MA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,BOS08
3116,Cleveland Municipal Stadium,False,,,,Cleveland,OH,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,CLE07
3117,Colt Stadium,False,,,,Houston,TX,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,HOU01
3118,Columbia Park,False,,,,Philadelphia,PA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,PHI10
3119,Comiskey Park,False,,,,Chicago,IL,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,CHI10
3120,Crosley Field,False,,,,Cincinnati,OH,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,CIN07
3121,Ebbets Field,False,,,,Brooklyn,NY,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,NYC15
3123,Exhibition Stadium,False,,,,Toronto,ON,USA,,,,Artificial Turf,Open,,,,,,,,America/Toronto,-4,EDT,TOR01
3124,Exposition Park,False,,,,Pittsburgh,PA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,PIT05
3125,Forbes Field,False,,,,Pittsburgh,PA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,PIT06
3126,Griffith Stadium,False,,,,Washington,DC,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,WAS09
3127,Hilltop Park,False,,,,New York,NY,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,NYC13
3128,Huntington Avenue Grounds,False,,,,Boston,MA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,BOS06
3129,Jarry Park,False,,,,Montreal,QB,USA,,,,Grass,Open,,,,,,,,America/Toronto,-4,EDT,MON01
3131,League Park,False,,,,Cleveland,OH,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,CLE06
3132,Lloyd Street Grounds,False,,,,Milwaukee,WI,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,MIL04
3133,Los Angeles Memorial Coliseum,False,,,,Los Angeles,CA,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,LOS01
3134,Memorial Stadium,False,,,,Baltimore,MD,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,BAL11
3135,Metropolitan Stadium,False,,,,Bloomington ,MI,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,MIN02
3136,Mile High Stadium,False,,,,Denver,CO,USA,,,,Grass,Open,,,,,,,,America/Denver,-6,MDT,DEN01
3137,Municipal Stadium,False,,,,Kansas City,MO,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,KAN05
3138,Palace of the Fans,False,,,,Cincinnati,OH,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,CIN06
3139,Polo Grounds,False,,,,New York,NY,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,NYC10
3140,Polo Grounds,False,,,,New York,NY,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,NYC14
3141,Robison Field,False,,,,St. Louis,MO,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,STL05
3142,Seals Stadium,False,,,,San Francisco  ,CA,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,SFO01
3143,Shibe Park,False,,,,Philadelphia,PA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,PHI11
3144,South End Grounds,False,,,,Boston,MA,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,SEA01
3147,South End Grounds,False,,,,Boston,MA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,BOS05
3148,South Side Park ,False,,,,Chicago,IL,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,CHI09
3149,Sportsman's Park,False,,,,St. Louis,MO,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,STL06
3150,Washington Park ,False,,,,Brooklyn,NY,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,NYC08
3153,Wrigley Field,False,,,,Los Angeles,CA,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,LOS02
3154,Aloha Stadium,False,,,,Honolulu,HI,USA,,,,Grass,Open,,,,,,,,Pacific/Honolulu,-10,HST,HON01
3155,Armory Park,False,,,,Toledo,OH,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,TOL04
3156,Burns Park,False,,,,Detroit,MI,USA,,,,Grass,Open,,,,,,,,America/Detroit,-4,EDT,DET03
3157,Fairview Park,False,,,,Dayton,OH,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,DAY01
3158,Jailhouse Flats,False,,,,Fort Wayne,IN,USA,,,,Grass,Open,,,,,,,,America/Indiana/Indianapolis,-4,EDT,FOR03
3159,League Park,False,,,,Cleveland,OH,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,CLE05
3160,League Park,False,,,,Cincinnati,OH,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,CIN05
3161,Mahaffey Park,False,,,,Canton,OH,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
3162,Neil Park,False,,,,Columbus,OH,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,COL03
3163,Neil Park,False,,,,Columbus,OH,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,COL04
3164,Oriole Park,False,,,,Baltimore,MD,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,BAL09
3165,Ramona Park,False,,,,Grand Rapids,MI,USA,,,,Grass,Open,,,,,,,,America/Detroit,-4,EDT,GRA01
3166,Rocky Point Park,False,,,,Warwick,RI,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,WAR01
3167,Sportsman's Park,False,,,,St. Louis,MO,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,JER02
3168,Sportsman's Park,False,,,,St. Louis,MO,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,STL07
3169,West Side Park,False,,,,Chicago,IL,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,CHI08
3170,Wiedenmeyer's Park,False,,,,Newark,NJ,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,NWK01
3230,Coca-Cola Park,True,1050 IronPigs Way,,18109,Allentown,PA,USA,,40.62575293,-75.45276369,Grass,Open,336.0,325.0,,400.0,,388.0,369.0,America/New_York,-4,EDT,
3309,Nationals Park,True,"1500 South Capitol Street, SE",,20003-1507,Washington,DC,USA,(202) 349-0400,38.872861,-77.007501,Grass,Open,336.0,335.0,,402.0,,377.0,370.0,America/New_York,-4,EDT,WAS11
3310,Francis Wong Stadium,False,,,,Hilo,HI,USA,,,,Artificial Turf,Open,,,,,,,,Pacific/Honolulu,-10,HST,
3311,Maehara Baseball Stadium ,False,,,,Lahaina,HI,USA,,,,Grass,Open,,,,,,,,Pacific/Honolulu,-10,HST,
