mlbam,name,active,address1,address2,postal_code,city,state,country,phone,lat,lon,turf_type,roof_type,left_line,right_line,left,center,right,left_center,right_center,tz_id,tz_offset,tz,retroID
3312,Target Field,True,1 Twins Way,,55403,Minneapolis,MN,USA,(612) 659-3400,44.981829,-93.277891,Grass,Open,339.0,328.0,,404.0,,377.0,367.0,America/Chicago,-5,CDT,MIN04
3313,Yankee Stadium,True,One East 161st Street,,10451,Bronx,NY,USA,(718) 293-4300,40.82919482,-73.9264977,Grass,Open,318.0,314.0,,408.0,,399.0,385.0,America/New_York,-4,EDT,NYC21
3949,Rickwood Field,False,1137 2nd Avenue West,,35204,Birmingham,AL,USA,,,,Grass,Open,321.0,332.0,,393.0,,399.0,392.0,America/Chicago,-5,CDT,
3970,Huntington Park,True,330 Huntington Park Lane,,43215,Columbus,OH,USA,,,,Grass,Open,325.0,318.0,,400.0,,365.0,365.0,America/New_York,-4,EDT,
5300,David L. Lawrence Convention Center,False,,,,Pittsburgh,PA,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
2809,McDermott Field,False,,,,Idaho Falls,ID,USA,,,,Grass,Open,340.0,350.0,,400.0,,,,America/Boise,-6,MDT,
2810,Memorial Stadium,True,5600 Glenwood Street,,83714,Boise,ID,USA,,,,Grass,Open,335.0,335.0,,405.0,,,,America/Boise,-6,MDT,
2811,Memorial Stadium,False,,,,Fort Wayne,IN,USA,,,,Grass,Open,330.0,330.0,,400.0,,,,America/Indiana/Indianapolis,-4,EDT,
2812,Mike Lansing Field,False,,,,Casper,WY,USA,,,,Grass,Open,355.0,345.0,,400.0,,,,America/Denver,-6,MDT,
2813,Trustmark Park,True,1 Braves Way,,39208,Pearl,MS,USA,,32.27392452,-90.14794821,Grass,Open,335.0,335.0,,402.0,,,,America/Chicago,-5,CDT,
2814,Montgomery Riverwalk Stadium,True,200 Coosa Street,,36104,Montgomery,AL,USA,,,,Grass,Open,314.0,333.0,,400.0,,395.0,373.0,America/Chicago,-5,CDT,
2815,Excite Ballpark,True,588 E. Alma Avenue,,95112,San Jose,CA,USA,,,,Grass,Open,320.0,320.0,,390.0,,365.0,365.0,America/Los_Angeles,-7,PDT,
2816,Municipal Stadium,True,274 East Memorial Blvd.,,21740,Hagerstown,MD,USA,,,,Grass,Open,335.0,330.0,,400.0,,,,America/New_York,-4,EDT,
2818,Nelson Wolff Stadium,True,5757 US Hwy 90 West,,78227,San Antonio,TX,USA,,29.40929728,-98.60131246,Grass,Open,310.0,340.0,,402.0,,375.0,375.0,America/Chicago,-5,CDT,
2819,New Britain Stadium,False,230 John Karbonic Way,,6051,New Britain,CT,USA,(860) 826-2337,,,Grass,Open,330.0,330.0,,400.0,,,,America/New_York,-4,EDT,
2820,Mirabito Stadium,True,211 Henry Street,,13901,Binghamton,NY,USA,,,,Grass,Open,330.0,330.0,,400.0,,365.0,365.0,America/New_York,-4,EDT,
2821,Dozer Park,True,730 SW Jefferson Avenue,,61605,Peoria,IL,USA,,,,Grass,Open,310.0,310.0,,400.0,,375.0,375.0,America/Chicago,-5,CDT,
2822,Jackson Field,True,505 East Michigan Avenue,,48912,Lansing,MI,USA,,,,Grass,Open,305.0,305.0,,412.0,,,,America/Detroit,-4,EDT,
2823,NBT Bank Stadium,True,One Tex Simone Drive,,13208,Syracuse,NY,USA,,,,Grass,Open,330.0,330.0,356.0,400.0,,385.0,375.0,America/New_York,-4,EDT,
2825,Home of the OWLZ,True,970 West University Parkway,,84058,Orem,UT,USA,,,,Grass,Open,,,,,,,,America/Denver,-6,MDT,
2826,Gesa Stadium,True,6200 Burden Blvd.,,99301,Pasco,WA,USA,,,,Grass,Open,335.0,335.0,,400.0,,,,America/Los_Angeles,-7,PDT,
2827,Northwestern Medicine Field,True,34W002 Cherry Lane,,60134,Geneva,IL,USA,,,,Grass,Open,335.0,335.0,,400.0,,,,America/Chicago,-5,CDT,
2828,Pioneer Park,True,135 Shiloh Road,,37743,Greeneville,TN,USA,,,,Grass,Open,331.0,331.0,,400.0,,,,America/New_York,-4,EDT,
2829,Pirate City Complex,True,1701 27th Street East,,34208,Bradenton,FL,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
2830,Ogren Park Allegiance Field,True,"140 N. Higgins Avenue, Suite 201",,59802,Missoula,MT,USA,,,,Grass,Open,309.0,287.0,,398.0,,,,America/Denver,-6,MDT,
2831,Pohlman Field,True,2301 Skyline Drive,,53511,Beloit,WI,USA,,,,Grass,Open,325.0,325.0,,380.0,,,,America/Chicago,-5,CDT,
2832,Prince George's Stadium,True,4101 Crain Hwy.,,20716,Bowie,MD,USA,,,,Grass,Open,309.0,309.0,,405.0,,375.0,,America/New_York,-4,EDT,
2833,The Ballpark at Jackson,True,4 Fun Place,,38305,Jackson,TN,USA,,,,Grass,Open,330.0,325.0,,390.0,,,,America/Chicago,-5,CDT,
2834,Ray Winder Field,False,,,,Little Rock,AR,USA,,,,Grass,Open,330.0,345.0,,390.0,,,,America/Chicago,-5,CDT,
2835,Valley Strong Ballpark,True,300 North Giddings Street,,93291,Visalia,CA,USA,,,,Grass,Open,320.0,320.0,,405.0,,,,America/Los_Angeles,-7,PDT,
2836,Ballpark at St. George,True,75 Richmond Terrace,,10301,Staten Island,NY,USA,,,,Artificial Turf,Open,320.0,318.0,,390.0,,,,America/New_York,-4,EDT,
2837,Leidos Field at Ripken Stadium,True,873 Long Drive,,21001,Aberdeen,MD,USA,,,,Grass,Open,310.0,310.0,,400.0,,,,America/New_York,-4,EDT,
2838,Rosenblatt Stadium,False,,,,Omaha,NE,USA,,,,Grass,Open,335.0,335.0,,408.0,,,,America/Chicago,-5,CDT,
2839,Russell E. Diethrick Jr. Park,False,485 Falconer Street,,14701,Jamestown,NY,USA,,,,Grass,Open,335.0,353.0,,410.0,,,,America/New_York,-4,EDT,
2840,Haley Toyota Field,True,1004 Texas Street,,24153,Salem,VA,USA,,,,Grass,Open,325.0,325.0,,401.0,,,,America/New_York,-4,EDT,
2841,Sam Lynn Ballpark,False,4009 Chester Avenue,,93301,Bakersfield,CA,USA,,,,Grass,Open,328.0,328.0,,354.0,,,,America/Los_Angeles,-7,PDT,
2842,Trenton Thunder Ballpark,True,One Thunder Road,,8611,Trenton,NJ,USA,,,,Grass,Open,330.0,330.0,,407.0,,380.0,380.0,America/New_York,-4,EDT,
2843,Chickasaw Bricktown Ballpark,True,2 South Mickey Mantle Drive,,73104,Oklahoma City,OK,USA,,35.46497341,-97.50806733,Grass,Open,325.0,325.0,366.0,400.0,,415.0,377.0,America/Chicago,-5,CDT,
2844,Principal Park,True,One Line Drive,,50309,Des Moines,IA,USA,,,,Grass,Open,335.0,335.0,,400.0,,405.0,405.0,America/Chicago,-5,CDT,
2845,Dodd Stadium,True,14 Stott Avenue,,6360,Norwich,CT,USA,,,,Grass,Open,309.0,309.0,,401.0,,,,America/New_York,-4,EDT,
2846,UCHealth Park,True,4385 Tutt Blvd.,,80922,Colorado Springs,CO,USA,,,,Grass,Open,350.0,350.0,,410.0,,385.0,385.0,America/Denver,-6,MDT,
2847,Skylands Park,False,,,,Augusta ,NJ,USA,,,,Grass,Open,330.0,330.0,,392.0,,,,America/New_York,-4,EDT,
2848,Smokies Stadium,True,3540 Line Drive,,37764,Kodak,TN,USA,,,,Grass,Open,330.0,330.0,,400.0,,375.0,375.0,America/New_York,-4,EDT,
2849,St. Lucie Sports Complex,True,525 NW Peacock Boulevard,,34986,St. Lucie,FL,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
2850,Four Winds Field,True,501 W. South Street,,46601,South Bend,IN,USA,,,,Grass,Open,336.0,336.0,,405.0,,,,America/Indiana/Indianapolis,-4,EDT,
2851,State Mutual Stadium,True,755 Braves Blvd.,,30161,Rome,GA,USA,,34.28548497,-85.16738674,Grass,Open,335.0,330.0,,400.0,,,,America/New_York,-4,EDT,
2852,121 Financial Ballpark,True,301 A. Philip Randolph Blvd.,,32202,Jacksonville,FL,USA,,,,Grass,Open,321.0,317.0,,420.0,,382.0,375.0,America/New_York,-4,EDT,
2853,The Diamond,True,3001 N. Boulevard,,23230,Richmond,VA,USA,,,,Grass,Open,330.0,330.0,,402.0,,,,America/New_York,-4,EDT,
2854,LoanMart Field,True,8408 Rochester Avenue,,91730,Rancho Cucamonga,CA,USA,,,,Grass,Open,335.0,335.0,,400.0,,,,America/Los_Angeles,-7,PDT,
2855,Tigertown,True,2301 Lakeland Hills Blvd.,,33805,Lakeland,FL,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
2856,Clover Park,True,525 N.W. Peacock Blvd.,,34986,Port St. Lucie,FL,USA,,27.32478,-80.40471,Grass,Open,338.0,338.0,,410.0,,,,America/New_York,-4,EDT,
2857,Perfect Game Field,True,950 Rockford Road S.W.,,52404,Cedar Rapids,IA,USA,,,,Grass,Open,315.0,325.0,,400.0,,,,America/Chicago,-5,CDT,
2858,Victory Field,True,501 W. Maryland Street,,46225,Indianapolis,IN,USA,,,,Grass,Open,320.0,320.0,,402.0,,418.0,362.0,America/Indiana/Indianapolis,-4,EDT,
2859,Volcanoes Stadium,True,6700 Field of Dreams Way N. E.,,97303,Keizer,OR,USA,,,,Grass,Open,325.0,325.0,,400.0,,,,America/Los_Angeles,-7,PDT,
2860,Watt Powell Park,False,,,,Charleston,WV,USA,,,,Grass,Open,340.0,330.0,,406.0,,,,America/New_York,-4,EDT,
2861,Whataburger Field,True,734 East Port Avenue,,78401,Corpus Christi,TX,USA,,27.80963078,-97.39965534,Grass,Open,325.0,315.0,,400.0,,370.0,375.0,America/Chicago,-5,CDT,
2862,Hammond Stadium,True,14400 Six Mile Cypress Pkwy.,,33912,Fort Myers,FL,USA,,26.53789,-81.84202,Grass,Open,330.0,330.0,,405.0,,,,America/New_York,-4,EDT,
2863,Yakima County Stadium,False,17 N. 3rd Street Suite 101,,98901,Yakima,WA,USA,,,,Grass,Open,295.0,295.0,,406.0,,,,America/Los_Angeles,-7,PDT,
2864,Yankee Complex,True,1 Steinbrenner Drive,,33614,Tampa,FL,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
2865,Shrine on Airline,False,6000 Airline Drive,,70003,Metairie,LA,USA,,,,Grass,Open,325.0,325.0,,400.0,,380.0,380.0,America/Chicago,-5,CDT,
2868,Delta Dental Stadium,True,1 Line Drive,,03101,Manchester,NH,USA,,42.98116845,-71.46647172,Grass,Open,326.0,306.0,,400.0,,380.0,353.0,America/New_York,-4,EDT,
2909,Progress Energy Park,False,230 1st Street Southeast,,33701,St. Petersburg,FL,USA,,,,Grass,Open,330.0,330.0,,410.0,,383.0,383.0,America/New_York,-4,EDT,
428,Default Pacific (G),False,,,,NA,,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,
3189,Dow Diamond,True,825 East Main Street,,48640,Midland,MI,USA,,43.60904863,-84.23691919,Grass,Open,332.0,325.0,,400.0,,375.0,373.0,America/Detroit,-4,EDT,
3289,Citi Field,True,Citi Field,,11368,Flushing,NY,USA,(718) 507-6387,40.75753012,-73.84559155,Grass,Open,335.0,330.0,358.0,408.0,370.0,370.0,380.0,America/New_York,-4,EDT,NYC20
3290,Melching Field,False,,,,Deland,FL,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4271,Werner Park,True,12356 Ballpark Way,,68046,Papillion,NE,USA,,,,Grass,Open,310.0,315.0,345.0,402.0,355.0,383.0,395.0,America/Chicago,-5,CDT,
4309,JetBlue Park,True,11500 Daniels Parkway,,33913,Ft. Myers,FL,USA,,26.55092,-81.76225,Grass,Open,310.0,302.0,379.0,420.0,,390.0,380.0,America/New_York,-4,EDT,
3809,Camelback Ranch,True,Camelback Ranch,10710 W. Camelback Ranch,85037,Glendale,AZ,USA,(623) 842-6000,33.51434,-112.29612,Grass,Open,345.0,345.0,380.0,410.0,380.0,,,America/Phoenix,-7,MST,
3810,Coolray Field,True,One Braves Ave.,,30043,Lawrenceville,GA,USA,,34.04050082,-83.99225214,Grass,Open,335.0,335.0,,400.0,,,,America/New_York,-4,EDT,
4089,Truist Stadium,True,951 Ballpark Way,,27101,Winston-Salem,NC,USA,,,,Grass,Open,315.0,323.0,,390.0,,375.0,379.0,America/New_York,-4,EDT,
4249,Salt River Fields at Talking Stick,True,Salt River Fields at Talking Stick,7555 N. Pima Road,85256,Scottsdale,AZ,USA,(602) 462-6561,33.54523,-111.88552,Grass,Open,345.0,345.0,,410.0,,390.0,390.0,America/Phoenix,-7,MST,
4549,Thomas Stadium,False,,,,Johnson City,TN,USA,,,,Artificial Turf,Open,,,,,,,,America/New_York,-4,EDT,
4429,Ron Tonkin Field,True,4460 NW 229th Ave.,,97124,Hillsboro,OR,USA,,,,Artificial Turf,Open,,,,,,,,America/Los_Angeles,-7,PDT,
2912,Medlar Field at Lubrano Park,True,112 Medlar Field at Lubrano Park,,16802,State College,PA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
5250,Allstate Arena,False,,,,Rosemont,IL,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5251,Blue Cross Arena,False,,,,Rochester,NY,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5252,BMO Harris Bank Center,False,,,,Rockford,IL,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5253,Bojangles' Coliseum,False,,,,Charlotte,NC,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5254,Citizens Business Bank Arena,False,,,,Ontario,CA,USA,,,,Indoor,Dome,,,,,,,,America/Los_Angeles,-7,PDT,
5255,Giant Center,False,,,,Hershey,PA,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5256,H-E-B Center at Cedar Park,False,,,,Cedar Park,TX,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5257,MassMutual Center,False,,,,Springfield,MA,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5258,Mohegan Sun Arena at Casey Plaza,False,,,,Wilkes-Barre,PA,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5260,Stockton Arena,False,,,,Stockton,CA,USA,,,,Indoor,Dome,,,,,,,,America/Los_Angeles,-7,PDT,
5261,Times Union Center,False,,,,Albany,NY,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5262,Tucson Convention Center,False,,,,Tucson,AZ,USA,,,,Indoor,Dome,,,,,,,,America/Phoenix,-7,MST,
5263,Utica Memorial Auditorium,False,,,,Utica,NY,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5264,UW-Milwaukee Panther Arena,False,,,,Milwaukee,WI,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5265,Valley View Casino Center,False,,,,San Diego,CA,USA,,,,Indoor,Dome,,,,,,,,America/Los_Angeles,-7,PDT,
5266,Van Andel Arena,False,,,,Grand Rapids,MI,USA,,,,Indoor,Dome,,,,,,,,America/Detroit,-4,EDT,
5267,Veterans Memorial Arena,False,,,,Binghamton,NY,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5268,Wells Fargo Arena,False,,,,Des Moines,IA,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
3549,Alumni Field,False,,,,Keene,NH,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
3550,Cardines Field,False,,,,Newport,RI,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
3551,Frasier Field,False,,,,Lynn,MA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
3552,Fuessenich Park,False,,,,Torrington,CT,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
3554,J.P. Riddle Stadium,False,,,,Fayetteville,NC,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
3555,Joe Wolfe Field,False,,,,North Adams,MA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
3556,MacKenzie Stadium,False,,,,Holyoke,MA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
3557,MLB Urban Youth Academy,False,,,,Compton,CA,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,
3558,USA Baseball National Training Complex,False,,,,Cary,NC,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
3559,Wahconah Park,False,,,,Pittsfield,MA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4149,ONEOK Field,True,201 N. Elgin,,74120,Tulsa,OK,USA,,,,Grass,Open,330.0,307.0,,400.0,,381.0,371.0,America/Chicago,-5,CDT,
3329,Arvest Ballpark,True,3000 S. 56th Street,,72762,Springdale,AR,USA,,,,Grass,Open,327.0,325.0,,400.0,,388.0,369.0,America/Chicago,-5,CDT,
3449,English Field,False,,,,Blacksburg,VA,USA,,,,Grass,Open,330.0,330.0,,400.0,,375.0,375.0,America/New_York,-4,EDT,
4049,Doak Field at Dail Park,False,,,,Raleigh,NC,USA,,,,Grass,Open,325.0,330.0,,400.0,,370.0,375.0,America/New_York,-4,EDT,
4050,Minges-Overton Baseball Complex,False,,,,Greenville,NC,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4051,Frazier Field,False,,,,Louisburg,NC,USA,,,,Grass,Open,330.0,310.0,,,,360.0,355.0,America/New_York,-4,EDT,
4329,Blue Wahoos Stadium,True,351 W. Cedar Street,,32502,Pensacola,FL,USA,,,,Grass,Open,325.0,335.0,,400.0,,,,America/Chicago,-5,CDT,
3249,Buck O'Neil Complex,False,6700 Clark Road,,34241,Sarasota,FL,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4529,Regions Field,True,1401 1st Avenue South,,35233,Birmingham,AL,USA,,,,Grass,Open,320.0,325.0,,400.0,,380.0,375.0,America/Chicago,-5,CDT,
5017,Amalie Arena,False,401 Channelside Drive,,33602,Tampa,FL,USA,(813) 301-6500,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5018,American Airlines Arena,False,601 Biscayne Boulevard,,33132,Miami,FL,USA,(786) 777-1000,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5019,American Airlines Center,False,2500 Victory Avenue,,75219,Dallas,TX,USA,(214) 222-3687,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5020,Amway Center,False,400 West Church Street,,32801,Orlando,FL,USA,(407) 440-7000,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5022,AT&T Center,False,1 AT&T Center Parkway,,78219,San Antonio,TX,USA,(210) 444-5000,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5025,Bankers Life Fieldhouse,False,125 S. Pennsylvania Street,,46204,Indianapolis,IN,USA,(317) 917-2500,,,Indoor,Dome,,,,,,,,America/Indiana/Indianapolis,-4,EDT,
5026,Barclays Center,False,620 Atlantic Avenue,,11217,New York,NY,USA,(917) 618-6100,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5027,BB&T Center,False,1 Panther Parkway,,33323,Sunrise,FL,USA,(954) 835-7000,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5029,BMO Harris Bradley Center,False,1001 N. 4th Street,,53203,Milwaukee,WI,USA,(414) 227-0400,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5030,Bridgestone Arena,False,501 Broadway,,37203,Nashville,TN,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5033,Chesapeake Energy Arena,False,100 W. Reno Avenue,,73102,Oklahoma City,OK,USA,(405) 602-8700,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5034,PPG Paints Arena,False,1001 Fifth Avenue,,15219,Pittsburgh,PA,USA,(412) 642-1800,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5038,FedEx Forum,False,191 Beale Street,,38103,Memphis,TN,USA,(901) 205-2525,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5054,Madison Square Garden,False,4 Pennsylvania Plaza,,10001,New York,NY,USA,(212) 465-6741,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5057,Moda Center,False,1 Center Court,,97227,Portland,OR,USA,(503) 235-8771,,,Indoor,Dome,,,,,,,,America/Los_Angeles,-7,PDT,
5059,Nationwide Arena,False,200 W. Nationwide Boulevard,,43215,Columbus,OH,USA,(614) 246-2000,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5039,KeyBank Center,False,1 Seymour H. Knox Plaza,,14203,Buffalo,NY,USA,(716) 855-4100,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5042,Georgia Dome,False,,,,Atlanta,GA,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5043,Gila River Arena,False,9400 W. Maryland Avenue,,85305,Glendale,AZ,USA,(623) 772-3200,,,Indoor,Dome,,,,,,,,America/Phoenix,-7,MST,
5044,Gillette Stadium,False,,,,Foxborough,MA,USA,,,,Artificial Turf,Open,,,,,,,,America/New_York,-4,EDT,
5045,Heinz Field,False,,,,Pittsburgh,PA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
5046,Honda Center,False,2695 E. Katella Avenue,,92806,Anaheim,CA,USA,(714) 704-2400,,,Indoor,Dome,,,,,,,,America/Los_Angeles,-7,PDT,
5047,Joe Louis Arena,False,19 Steve Yzerman Drive,,48226,Detroit,MI,USA,(313) 471-7000,,,Indoor,Dome,,,,,,,,America/Detroit,-4,EDT,
5062,Oakland-Alameda County Coliseum Arena,False,7000 Coliseum Way,,94621,Oakland,CA,USA,(510) 569-2121,,,Indoor,Dome,,,,,,,,America/Los_Angeles,-7,PDT,
5064,Pepsi Center,False,1000 Chopper Circle,,80204,Denver,CO,USA,(303) 405-1100,,,Indoor,Dome,,,,,,,,America/Denver,-6,MDT,
5066,PNC Arena,False,1400 Edwards Mill Road,,27607,Raleigh,NC,USA,(919) 467-7825,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5067,Prudential Center,False,25 Lafayette Street,,7102,Newark,NJ,USA,(973) 757-6600,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5069,Quicken Loans Arena,False,1 Center Court,,44115,Cleveland,OH,USA,(216) 420-2000,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5076,Scottrade Center,False,1401 Clark Avenue,,63103,Saint Louis,MO,USA,(314) 622-5400,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5077,Sleep Train Arena,False,1 Sports Parkway,,95834,Sacramento,CA,USA,(916) 928-6900,,,Indoor,Dome,,,,,,,,America/Los_Angeles,-7,PDT,
5078,Smoothie King Center,False,1501 Dave Dixon Drive,,70113,New Orleans,LA,USA,(504) 587-3663,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5081,Staples Center,False,1111 S. Figueroa Street,,90015,Los Angeles,CA,USA,(213) 742-7100,,,Indoor,Dome,,,,,,,,America/Los_Angeles,-7,PDT,
5083,Talking Stick Resort Arena,False,201 E. Jefferson Street,,85004,Phoenix,AZ,USA,(602) 379-7800,,,Indoor,Dome,,,,,,,,America/Phoenix,-7,MST,
5084,Target Center,False,600 First Avenue North,,55403,Minneapolis,MN,USA,(612) 673-1300,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5085,TD Garden,False,100 Legends Way,,2114,Boston,MA,USA,(617) 624-1050,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5086,The Palace at Auburn Hills,False,6 Championship Drive,,48326,Auburn Hills,MI,USA,(248) 377-0100,,,Indoor,Dome,,,,,,,,America/Detroit,-4,EDT,
5087,Time Warner Arena,False,333 E. Trade Street,,28202,Charlotte,NC,USA,(704) 688-9000,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5089,Toyota Center,False,1510 Polk Street,,77002,Houston,TX,USA,(713) 758-7200,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
4965,Monongalia County Ballpark,True,2040 Gyorko Drive,,26534,Granville,WV,USA,,,,Artificial Turf,Open,325.0,325.0,,400.0,,375.0,375.0,America/Kentucky/Louisville,-4,EDT,
4705,Truist Park,True,755 Battery Avenue,,30339,Atlanta,GA,USA,,33.890672,-84.467641,Grass,Open,335.0,325.0,375.0,400.0,,385.0,375.0,America/New_York,-4,EDT,
5092,United Center,False,1901 W. Madison Street,,60612,Chicago,IL,USA,(312) 455-4500,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5094,Verizon Center,False,601 F Street NW,,20004,Washington,DC,USA,(202) 628-3200,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5095,Vivint Smart Home Arena,False,301 S. Temple,,84101,Salt Lake City,UT,USA,(801) 325-2000,,,Indoor,Dome,,,,,,,,America/Denver,-6,MDT,
5096,Wells Fargo Center,False,3601 S. Broad Street,,19148,Philadelphia,PA,USA,(215) 336-3600,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5098,Xcel Energy Center,False,199 W. Kellogg Boulevard,,55102,Saint Paul,MN,USA,(651) 265-4800,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5280,Golden 1 Center,False,500 David J. Stern Walk,,95814,Sacramento,CA,USA,(916) 701-5400,,,Indoor,Dome,,,,,,,,America/Los_Angeles,-7,PDT,
5325,Globe Life Field,True,734 Stadium Drive,,76011,Arlington,TX,USA,(817) 533-1972,32.747299,-97.081818,Artificial Turf,Retractable,329.0,326.0,,407.0,,372.0,374.0,America/Chicago,-5,CDT,
5305,Kansas City Convention Center,False,,,,Kansas City,MO,USA,,,,Indoor,Indoor,,,,,,,,America/Chicago,-5,CDT,
4980,Segra Park,True,1640 Freed Street,,29201,Columbia,SC,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4960,MGM Park,True,145 Caillavet Street,,39530,Biloxi,MS,USA,,,,Grass,Open,330.0,330.0,,402.0,,,,America/Chicago,-5,CDT,
5145,Little Caesars Arena,False,2645 Woodward Avenue,,48201,Detroit,MI,USA,(313) 471-7000,,,Indoor,Dome,,,,,,,,America/Detroit,-4,EDT,
5270,Duke Energy Convention Center,False,,,,Cincinnati,OH,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5000,The Ballpark of the Palm Beaches,True,5444 Haverhill Road,,33407,West Palm Beach,FL,USA,(561) 500-4487,26.75475,-80.11316,Grass,Open,,,,,,,,America/New_York,-4,EDT,
5010,Fort Bragg Field,False,,,,Fort Bragg,NC,USA,,,,Grass,Open,331.0,331.0,,405.0,,387.0,387.0,America/New_York,-4,EDT,
5275,Hank McCamish Pavilion,False,,,,Atlanta,GA,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5276,Mohegan Sun Arena,False,,,,Uncasville,CT,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5277,College Park Center,False,,,,Arlington,TX,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5285,Jim Perry Stadium,False,,,,Buies Creek,NC,USA,,,,Grass,Open,337.0,328.0,,395.0,,368.0,375.0,America/New_York,-4,EDT,
5455,Toyota Field,True,500 Trash Panda Way,,35758,Madison,AL,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
5435,IMG Academy,False,,,,Bradenton,FL,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
5430,Magic Box,False,,,,Los Angeles,CA,USA,,,,Indoor,Indoor,,,,,,,,America/Los_Angeles,-7,PDT,
5480,CaroMont Health Park,True,800 W Franklin Blvd.,,28052,Gastonia,NC,USA,(704) 874-1810,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
