Category,Split,G,GS,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+,SO/W,W,L,W-L%,ERA,GF,CG,SHO,SV,IP,ER,BK,WP,BF,WHIP,SO9
bases,-23,62.0,,106.0,90.0,50,20.0,4.0,0.0,3.0,,0.0,0.0,11.0,28.0,0.222,0.302,0.367,0.669,33.0,0.0,1.0,0.0,4.0,4.0,1.0,0.27,107.0,69.0,2.55,,,,,,,,,,,,,,,
bases,123,59.0,,113.0,96.0,73,19.0,5.0,0.0,3.0,,0.0,0.0,10.0,27.0,0.198,0.265,0.344,0.609,33.0,7.0,1.0,0.0,6.0,0.0,3.0,0.222,87.0,53.0,2.7,,,,,,,,,,,,,,,
bases,"on 1st, <2 out",145.0,,944.0,836.0,189,215.0,39.0,8.0,29.0,,25.0,9.0,61.0,204.0,0.257,0.31,0.427,0.737,357.0,92.0,8.0,28.0,11.0,1.0,5.0,0.303,126.0,91.0,3.34,,,,,,,,,,,,,,,
bases,"on 3rd, <2 out",101.0,,245.0,188.0,154,57.0,6.0,3.0,6.0,,1.0,1.0,25.0,49.0,0.303,0.351,0.463,0.814,87.0,14.0,2.0,6.0,24.0,4.0,2.0,0.325,150.0,89.0,1.96,,,,,,,,,,,,,,,
bases,"on 3rd, 2 out",109.0,,228.0,199.0,76,38.0,8.0,1.0,7.0,,2.0,0.0,23.0,58.0,0.191,0.294,0.347,0.641,69.0,0.0,6.0,0.0,0.0,5.0,2.0,0.231,98.0,75.0,2.52,,,,,,,,,,,,,,,
bases,"0 out, ---",145.0,,1338.0,1247.0,42,276.0,43.0,6.0,42.0,,0.0,0.0,80.0,311.0,0.221,0.274,0.366,0.641,457.0,0.0,11.0,0.0,0.0,0.0,12.0,0.262,97.0,76.0,3.89,,,,,,,,,,,,,,,
bases,"0 out, 1--",128.0,,268.0,243.0,28,68.0,15.0,2.0,11.0,,9.0,3.0,13.0,57.0,0.28,0.324,0.494,0.818,120.0,26.0,3.0,9.0,0.0,0.0,2.0,0.326,149.0,107.0,4.38,,,,,,,,,,,,,,,
bases,"0 out, -2-",62.0,,94.0,82.0,15,23.0,3.0,1.0,3.0,,0.0,0.0,7.0,21.0,0.28,0.352,0.451,0.803,37.0,0.0,2.0,3.0,0.0,1.0,1.0,0.345,147.0,110.0,3.0,,,,,,,,,,,,,,,
bases,"0 out, --3",14.0,,14.0,9.0,12,4.0,1.0,0.0,1.0,,0.0,0.0,0.0,2.0,0.444,0.286,0.889,1.175,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.273,245.0,148.0,,,,,,,,,,,,,,,,
bases,"0 out, 12-",58.0,,72.0,60.0,19,17.0,1.0,1.0,3.0,,0.0,1.0,9.0,13.0,0.283,0.377,0.483,0.86,29.0,6.0,0.0,3.0,0.0,0.0,0.0,0.318,165.0,117.0,1.44,,,,,,,,,,,,,,,
bases,"0 out, 1-3",23.0,,24.0,20.0,11,9.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.45,0.478,0.45,0.928,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.474,191.0,121.0,2.0,,,,,,,,,,,,,,,
bases,"0 out, -23",14.0,,14.0,13.0,3,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,3.0,0.0,0.071,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-75.0,-82.0,3.0,,,,,,,,,,,,,,,
bases,"0 out, 123",16.0,,22.0,16.0,15,4.0,0.0,0.0,0.0,,0.0,0.0,4.0,4.0,0.25,0.364,0.25,0.614,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.286,96.0,50.0,1.0,,,,,,,,,,,,,,,
bases,"1 out, ---",145.0,,1008.0,927.0,15,195.0,36.0,1.0,15.0,,0.0,0.0,73.0,252.0,0.21,0.274,0.3,0.574,278.0,0.0,8.0,0.0,0.0,0.0,9.0,0.273,78.0,68.0,3.45,,,,,,,,,,,,,,,
bases,"1 out, 1--",138.0,,356.0,328.0,30,78.0,16.0,1.0,10.0,,11.0,4.0,16.0,84.0,0.238,0.28,0.384,0.664,126.0,32.0,3.0,9.0,0.0,0.0,1.0,0.291,104.0,77.0,5.25,,,,,,,,,,,,,,,
bases,"1 out, -2-",83.0,,124.0,107.0,20,24.0,5.0,1.0,5.0,,0.0,1.0,14.0,30.0,0.224,0.331,0.43,0.761,46.0,0.0,3.0,0.0,0.0,0.0,1.0,0.264,134.0,107.0,2.14,,,,,,,,,,,,,,,
bases,"1 out, --3",34.0,,39.0,30.0,18,9.0,1.0,0.0,0.0,,0.0,0.0,5.0,12.0,0.3,0.359,0.333,0.692,10.0,0.0,0.0,0.0,4.0,3.0,0.0,0.409,117.0,56.0,2.4,,,,,,,,,,,,,,,
bases,"1 out, 12-",81.0,,112.0,104.0,21,20.0,4.0,1.0,2.0,,4.0,0.0,6.0,28.0,0.192,0.243,0.308,0.551,32.0,14.0,1.0,1.0,0.0,0.0,1.0,0.243,70.0,58.0,4.67,,,,,,,,,,,,,,,
bases,"1 out, 1-3",48.0,,53.0,35.0,33,12.0,1.0,3.0,1.0,,1.0,1.0,9.0,4.0,0.343,0.438,0.629,1.066,22.0,6.0,0.0,5.0,4.0,1.0,0.0,0.324,226.0,157.0,0.44,,,,,,,,,,,,,,,
bases,"1 out, -23",36.0,,42.0,35.0,30,12.0,1.0,0.0,2.0,,0.0,0.0,2.0,10.0,0.343,0.357,0.543,0.9,19.0,0.0,1.0,0.0,4.0,0.0,0.0,0.37,174.0,119.0,5.0,,,,,,,,,,,,,,,
bases,"1 out, 123",31.0,,37.0,30.0,32,7.0,2.0,0.0,2.0,,0.0,0.0,3.0,12.0,0.233,0.27,0.5,0.77,15.0,6.0,0.0,0.0,4.0,0.0,0.0,0.25,132.0,78.0,4.0,,,,,,,,,,,,,,,
bases,"2 out, ---",145.0,,813.0,748.0,14,162.0,35.0,3.0,14.0,,0.0,0.0,57.0,196.0,0.217,0.278,0.328,0.606,245.0,0.0,7.0,0.0,0.0,0.0,8.0,0.275,88.0,77.0,3.44,,,,,,,,,,,,,,,
bases,"2 out, 1--",137.0,,353.0,323.0,33,74.0,13.0,2.0,13.0,,16.0,5.0,24.0,79.0,0.229,0.295,0.402,0.697,130.0,0.0,6.0,0.0,0.0,0.0,2.0,0.264,114.0,96.0,3.29,,,,,,,,,,,,,,,
bases,"2 out, -2-",112.0,,186.0,161.0,35,32.0,10.0,1.0,5.0,,1.0,1.0,20.0,57.0,0.199,0.303,0.366,0.669,59.0,0.0,4.0,0.0,0.0,6.0,0.0,0.273,107.0,81.0,2.85,,,,,,,,,,,,,,,
bases,"2 out, --3",59.0,,71.0,61.0,20,13.0,1.0,1.0,4.0,,0.0,0.0,8.0,19.0,0.213,0.324,0.459,0.783,28.0,0.0,2.0,0.0,0.0,1.0,0.0,0.237,140.0,109.0,2.38,,,,,,,,,,,,,,,
bases,"2 out, 12-",101.0,,141.0,126.0,29,22.0,7.0,2.0,1.0,,7.0,0.0,14.0,35.0,0.175,0.262,0.286,0.548,36.0,0.0,1.0,0.0,0.0,0.0,3.0,0.233,70.0,60.0,2.5,,,,,,,,,,,,,,,
bases,"2 out, 1-3",46.0,,53.0,46.0,13,9.0,1.0,0.0,1.0,,2.0,0.0,4.0,13.0,0.196,0.302,0.283,0.584,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.25,83.0,66.0,3.25,,,,,,,,,,,,,,,
bases,"2 out, -23",43.0,,50.0,42.0,17,8.0,3.0,0.0,1.0,,0.0,0.0,8.0,15.0,0.19,0.32,0.333,0.653,14.0,0.0,0.0,0.0,0.0,4.0,0.0,0.269,104.0,79.0,1.88,,,,,,,,,,,,,,,
bases,"2 out, 123",40.0,,54.0,50.0,26,8.0,3.0,0.0,1.0,,0.0,0.0,3.0,11.0,0.16,0.222,0.28,0.502,14.0,0.0,1.0,0.0,0.0,0.0,2.0,0.184,55.0,36.0,3.67,,,,,,,,,,,,,,,
clutch,"2 outs, RISP",142.0,,555.0,486.0,140,92.0,25.0,4.0,13.0,,10.0,1.0,57.0,150.0,0.189,0.289,0.337,0.626,164.0,0.0,11.0,0.0,0.0,11.0,5.0,0.245,94.0,73.0,2.63,,,,,,,,,,,,,,,
clutch,Late & Close,97.0,,894.0,811.0,104,169.0,27.0,2.0,22.0,,5.0,2.0,62.0,188.0,0.208,0.269,0.328,0.597,266.0,15.0,8.0,4.0,8.0,6.0,6.0,0.241,84.0,73.0,3.03,,,,,,,,,,,,,,,
clutch,Tie Game,132.0,,1405.0,1269.0,138,287.0,56.0,5.0,41.0,,9.0,6.0,109.0,359.0,0.226,0.293,0.375,0.668,476.0,22.0,13.0,8.0,6.0,8.0,8.0,0.281,106.0,85.0,3.29,,,,,,,,,,,,,,,
clutch,Within 1 R,140.0,,2620.0,2372.0,265,517.0,94.0,11.0,73.0,,31.0,8.0,193.0,650.0,0.218,0.283,0.359,0.642,852.0,44.0,26.0,14.0,13.0,8.0,22.0,0.267,98.0,77.0,3.37,,,,,,,,,,,,,,,
clutch,Within 2 R,141.0,,3547.0,3222.0,345,723.0,130.0,13.0,94.0,,40.0,14.0,252.0,842.0,0.224,0.287,0.36,0.647,1161.0,63.0,37.0,20.0,14.0,12.0,30.0,0.273,99.0,79.0,3.34,,,,,,,,,,,,,,,
clutch,Within 3 R,143.0,,4176.0,3786.0,407,843.0,148.0,20.0,110.0,,46.0,16.0,302.0,989.0,0.223,0.287,0.359,0.646,1361.0,78.0,44.0,25.0,17.0,14.0,35.0,0.271,99.0,79.0,3.27,,,,,,,,,,,,,,,
clutch,Within 4 R,144.0,,4568.0,4129.0,453,922.0,164.0,21.0,120.0,,48.0,16.0,338.0,1073.0,0.223,0.289,0.36,0.649,1488.0,86.0,51.0,29.0,19.0,14.0,40.0,0.271,100.0,79.0,3.17,,,,,,,,,,,,,,,
clutch,Margin > 4 R,55.0,,770.0,714.0,78,164.0,38.0,5.0,17.0,,3.0,0.0,43.0,197.0,0.23,0.277,0.368,0.646,263.0,6.0,6.0,2.0,5.0,2.0,4.0,0.291,98.0,77.0,4.58,,,,,,,,,,,,,,,
clutch,Ahead,114.0,,2461.0,2261.0,235,521.0,90.0,15.0,66.0,,17.0,0.0,155.0,564.0,0.23,0.287,0.371,0.658,839.0,45.0,27.0,9.0,8.0,0.0,24.0,0.278,103.0,87.0,3.64,,,,,,,,,,,,,,,
clutch,Behind,84.0,,1472.0,1313.0,158,278.0,56.0,6.0,30.0,,25.0,10.0,117.0,347.0,0.212,0.283,0.332,0.615,436.0,25.0,17.0,14.0,10.0,8.0,12.0,0.262,90.0,66.0,2.97,,,,,,,,,,,,,,,
leverage,High Lvrge,132.0,,1017.0,898.0,221,206.0,38.0,5.0,25.0,,15.0,3.0,83.0,217.0,0.229,0.3,0.366,0.666,329.0,49.0,12.0,11.0,12.0,6.0,9.0,0.271,106.0,81.0,2.61,,,,,,,,,,,,,,,
leverage,Medium Lvrge,144.0,,2003.0,1831.0,182,421.0,75.0,9.0,65.0,,21.0,8.0,136.0,490.0,0.23,0.29,0.387,0.678,709.0,32.0,21.0,12.0,3.0,6.0,13.0,0.278,108.0,85.0,3.6,,,,,,,,,,,,,,,
leverage,Low Lvrge,145.0,,2318.0,2114.0,128,459.0,89.0,12.0,47.0,,15.0,5.0,162.0,563.0,0.217,0.279,0.337,0.617,713.0,11.0,24.0,8.0,9.0,4.0,22.0,0.272,90.0,73.0,3.48,,,,,,,,,,,,,,,
inning,1st inning,145.0,,610.0,546.0,62,128.0,24.0,1.0,19.0,,10.0,5.0,53.0,145.0,0.234,0.311,0.386,0.698,211.0,13.0,9.0,0.0,2.0,0.0,6.0,0.284,115.0,83.0,2.74,,,,3.54,,,,,145.0,57.0,,,,,
inning,2nd inning,145.0,,576.0,536.0,50,115.0,20.0,1.0,15.0,,9.0,0.0,30.0,160.0,0.215,0.26,0.34,0.6,182.0,9.0,3.0,7.0,0.0,2.0,6.0,0.277,85.0,71.0,5.33,,,,2.67,,,,,145.0,43.0,,,,,
inning,3rd inning,145.0,,603.0,546.0,61,124.0,18.0,4.0,12.0,,5.0,3.0,40.0,163.0,0.227,0.291,0.341,0.631,186.0,6.0,9.0,8.0,0.0,1.0,5.0,0.302,96.0,74.0,4.08,,,,3.6,,,,,145.0,58.0,,,,,
inning,4th inning,145.0,,603.0,542.0,62,128.0,25.0,4.0,15.0,,6.0,2.0,46.0,132.0,0.236,0.304,0.38,0.684,206.0,12.0,8.0,5.0,2.0,0.0,4.0,0.285,111.0,84.0,2.87,,,,3.79,,,,,145.0,61.0,,,,,
inning,5th inning,145.0,,576.0,526.0,42,110.0,18.0,3.0,13.0,,3.0,1.0,43.0,136.0,0.209,0.274,0.329,0.602,173.0,18.0,4.0,2.0,1.0,1.0,4.0,0.257,86.0,65.0,3.16,,,,2.23,,,,,145.0,36.0,,,,,
inning,6th inning,145.0,,606.0,546.0,59,127.0,30.0,5.0,15.0,,6.0,2.0,50.0,157.0,0.233,0.302,0.388,0.69,212.0,13.0,5.0,2.0,2.0,2.0,3.0,0.298,112.0,89.0,3.14,,,,3.23,,,,,145.0,52.0,,,,,
inning,7th inning,144.0,,602.0,535.0,68,114.0,26.0,2.0,11.0,,3.0,0.0,52.0,135.0,0.213,0.292,0.331,0.623,177.0,9.0,9.0,2.0,3.0,2.0,6.0,0.263,93.0,78.0,2.6,,,,3.88,,,,,143.2,62.0,,,,,
inning,8th inning,142.0,,564.0,528.0,54,116.0,19.0,2.0,19.0,,5.0,1.0,28.0,113.0,0.22,0.263,0.371,0.635,196.0,7.0,4.0,2.0,2.0,2.0,1.0,0.244,94.0,78.0,4.04,,,,3.04,,,,,142.0,48.0,,,,,
inning,9th inning,124.0,,504.0,463.0,49,104.0,18.0,3.0,13.0,,3.0,1.0,26.0,112.0,0.225,0.27,0.361,0.631,167.0,4.0,6.0,1.0,8.0,1.0,9.0,0.263,94.0,83.0,4.31,,,,3.1,,,,,122.0,42.0,,,,,
inning,Ext inning,15.0,,94.0,75.0,24,20.0,4.0,1.0,5.0,,1.0,1.0,13.0,17.0,0.267,0.359,0.547,0.905,41.0,1.0,0.0,2.0,4.0,5.0,0.0,0.263,176.0,128.0,1.31,,,,3.86,,,,,21.0,9.0,,,,,
inning,Innings 1-3,145.0,,1789.0,1628.0,173,367.0,62.0,6.0,46.0,,24.0,8.0,123.0,468.0,0.225,0.288,0.356,0.644,579.0,28.0,21.0,15.0,2.0,3.0,17.0,0.288,99.0,76.0,3.8,,,,3.27,,,,,435.0,158.0,,,,,
inning,Innings 4-6,145.0,,1785.0,1614.0,163,365.0,73.0,12.0,43.0,,15.0,5.0,139.0,425.0,0.226,0.294,0.366,0.66,591.0,43.0,17.0,9.0,5.0,3.0,11.0,0.28,104.0,80.0,3.06,,,,3.08,,,,,435.0,149.0,,,,,
inning,Innings 7-9,144.0,,1670.0,1526.0,171,334.0,63.0,7.0,43.0,,11.0,2.0,106.0,360.0,0.219,0.276,0.354,0.63,540.0,20.0,19.0,5.0,13.0,5.0,16.0,0.256,94.0,79.0,3.4,,,,3.36,,,,,407.2,152.0,,,,,
timesfacingopp,"1st PA in G, as SP",145.0,,1275.0,1168.0,95,251.0,43.0,2.0,32.0,,3.0,1.0,81.0,355.0,0.215,0.273,0.337,0.61,394.0,19.0,12.0,13.0,1.0,2.0,12.0,0.28,88.0,74.0,4.38,,,,,,,,,,,,,,,
timesfacingopp,"2nd PA in G, as SP",135.0,,1173.0,1064.0,113,254.0,46.0,7.0,26.0,,2.0,2.0,84.0,262.0,0.239,0.305,0.368,0.673,392.0,30.0,18.0,6.0,1.0,1.0,11.0,0.293,108.0,82.0,3.12,,,,,,,,,,,,,,,
timesfacingopp,"3rd PA in G, as SP",120.0,,633.0,578.0,67,149.0,23.0,6.0,20.0,,0.0,0.0,48.0,139.0,0.258,0.318,0.422,0.74,244.0,13.0,4.0,1.0,2.0,1.0,3.0,0.306,127.0,92.0,2.9,,,,,,,,,,,,,,,
timesfacingopp,"4th+ PA in G, as SP",13.0,,26.0,23.0,4,6.0,0.0,0.0,1.0,,0.0,0.0,2.0,3.0,0.261,0.308,0.391,0.699,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,115.0,99.0,1.5,,,,,,,,,,,,,,,
timesfacingopp,"1st PA in G, as RP",143.0,,2169.0,1954.0,232,414.0,83.0,10.0,57.0,,1.0,6.0,162.0,503.0,0.212,0.278,0.352,0.63,688.0,30.0,23.0,11.0,17.0,12.0,18.0,0.253,94.0,76.0,3.1,,,,,,,,,,,,,,,
timesfacingopp,"2nd PA in G, as RP",14.0,,50.0,44.0,7,9.0,5.0,1.0,0.0,,0.0,0.0,4.0,7.0,0.205,0.26,0.364,0.624,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.231,91.0,62.0,1.75,,,,,,,,,,,,,,,
timesfacingopp,"3rd+ PA in G, as RP",2.0,,6.0,6.0,2,2.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.333,0.333,1.0,1.333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,292.0,233.0,,,,,,,,,,,,,,,,
pitchcount,Pitch 1-25,145.0,,2933.0,2659.0,282,576.0,105.0,10.0,81.0,,3.0,5.0,213.0,677.0,0.217,0.281,0.355,0.636,944.0,45.0,32.0,11.0,16.0,11.0,26.0,0.258,96.0,75.0,3.18,,,,,,,,,,,,,,,
pitchcount,Pitch 26-50,145.0,,1034.0,939.0,104,212.0,41.0,9.0,23.0,,1.0,2.0,66.0,277.0,0.226,0.285,0.362,0.647,340.0,15.0,13.0,13.0,3.0,3.0,9.0,0.294,99.0,80.0,4.2,,,,,,,,,,,,,,,
pitchcount,Pitch 51-75,134.0,,855.0,775.0,81,178.0,40.0,1.0,16.0,,1.0,2.0,62.0,194.0,0.23,0.294,0.346,0.64,268.0,20.0,10.0,6.0,2.0,1.0,8.0,0.286,98.0,78.0,3.13,,,,,,,,,,,,,,,
pitchcount,Pitch 76-100,109.0,,490.0,447.0,51,114.0,15.0,5.0,17.0,,1.0,0.0,39.0,119.0,0.255,0.315,0.425,0.74,190.0,10.0,1.0,1.0,2.0,1.0,1.0,0.31,127.0,98.0,3.05,,,,,,,,,,,,,,,
pitchcount,Pitch 101+,11.0,,20.0,17.0,2,5.0,0.0,1.0,0.0,,0.0,0.0,1.0,2.0,0.294,0.35,0.412,0.762,7.0,2.0,1.0,0.0,1.0,0.0,0.0,0.313,136.0,139.0,2.0,,,,,,,,,,,,,,,
dr,"1 Day,GS",1.0,,3.0,3.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-100.0,,,,,,,,,,,,,,,,
dr,"2 Days,GS",4.0,,24.0,20.0,4,6.0,0.0,0.0,0.0,,0.0,0.0,4.0,3.0,0.3,0.417,0.3,0.717,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353,128.0,92.0,0.75,,,,,,,,,,,,,,,
dr,"3 Days,GS",3.0,,28.0,25.0,3,8.0,3.0,0.0,0.0,,0.0,0.0,3.0,2.0,0.32,0.393,0.44,0.833,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.348,159.0,131.0,0.67,,,,,,,,,,,,,,,
dr,"4 Days,GS",59.0,,1335.0,1222.0,145,281.0,53.0,8.0,29.0,,14.0,5.0,92.0,341.0,0.23,0.29,0.358,0.648,437.0,22.0,12.0,7.0,2.0,2.0,12.0,0.295,100.0,78.0,3.71,,,,,,,,,,,,,,,
dr,"5 Days,GS",46.0,,1053.0,966.0,92,222.0,32.0,6.0,30.0,,8.0,1.0,68.0,267.0,0.23,0.288,0.369,0.657,356.0,23.0,12.0,6.0,1.0,1.0,6.0,0.287,102.0,83.0,3.93,,,,,,,,,,,,,,,
dr,"6+ Days,GS",32.0,,669.0,602.0,62,144.0,25.0,1.0,20.0,,11.0,2.0,48.0,147.0,0.239,0.305,0.384,0.689,231.0,17.0,10.0,7.0,2.0,1.0,8.0,0.284,112.0,84.0,3.06,,,,,,,,,,,,,,,
dr,"0 Days,GR",121.0,,451.0,413.0,36,74.0,13.0,1.0,12.0,,6.0,2.0,33.0,95.0,0.179,0.238,0.303,0.541,125.0,8.0,0.0,2.0,3.0,4.0,5.0,0.201,67.0,53.0,2.88,,,,,,,,,,,,,,,
dr,"1 Day,GR",139.0,,529.0,481.0,55,99.0,22.0,4.0,14.0,,4.0,0.0,33.0,130.0,0.206,0.263,0.356,0.618,171.0,7.0,6.0,2.0,5.0,2.0,8.0,0.249,90.0,74.0,3.94,,,,,,,,,,,,,,,
dr,"2 Days,GR",109.0,,488.0,442.0,45,106.0,20.0,3.0,14.0,,2.0,0.0,33.0,106.0,0.24,0.299,0.394,0.693,174.0,7.0,6.0,3.0,4.0,4.0,2.0,0.282,113.0,99.0,3.21,,,,,,,,,,,,,,,
dr,"3 Days,GR",52.0,,230.0,201.0,24,35.0,7.0,0.0,7.0,,3.0,4.0,21.0,51.0,0.174,0.259,0.313,0.572,63.0,3.0,3.0,2.0,3.0,1.0,1.0,0.192,77.0,62.0,2.43,,,,,,,,,,,,,,,
dr,"4 Days,GR",28.0,,162.0,142.0,21,35.0,5.0,2.0,4.0,,1.0,2.0,17.0,42.0,0.246,0.323,0.394,0.717,56.0,3.0,0.0,1.0,2.0,0.0,1.0,0.316,121.0,97.0,2.47,,,,,,,,,,,,,,,
dr,"5 Days,GR",11.0,,77.0,68.0,8,14.0,5.0,0.0,2.0,,0.0,0.0,5.0,16.0,0.206,0.286,0.368,0.653,25.0,1.0,3.0,0.0,1.0,0.0,1.0,0.235,101.0,84.0,3.2,,,,,,,,,,,,,,,
dr,"6+ Days,GR",59.0,,289.0,258.0,36,62.0,17.0,1.0,5.0,,2.0,0.0,24.0,70.0,0.24,0.316,0.372,0.688,96.0,1.0,5.0,1.0,1.0,1.0,0.0,0.31,113.0,80.0,2.92,,,,,,,,,,,,,,,
drex,"1 Day,GS",1.0,1.0,,,0,0.0,,,0.0,,,,0.0,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
drex,"2 Days,GS",4.0,4.0,,,4,6.0,,,0.0,,,,4.0,3.0,,,,,,,0.0,,,0.0,,,,,0.75,0.0,0.0,,7.2,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,24.0,2.0,5.4
drex,"3 Days,GS",3.0,3.0,,,3,8.0,,,0.0,,,,3.0,2.0,,,,,,,0.0,,,0.0,,,,,0.67,0.0,1.0,0.0,4.76,0.0,0.0,0.0,0.0,5.2,3.0,0.0,0.0,28.0,1.941,3.2
drex,"4 Days,GS",59.0,59.0,,,145,281.0,,,29.0,,,,92.0,341.0,,,,,,,12.0,,,2.0,,,,,3.71,26.0,11.0,0.703,3.75,0.0,1.0,1.0,0.0,323.2,135.0,0.0,12.0,1335.0,1.152,9.5
drex,"5 Days,GS",46.0,46.0,,,92,222.0,,,30.0,,,,68.0,267.0,,,,,,,12.0,,,1.0,,,,,3.93,21.0,10.0,0.677,3.03,0.0,0.0,0.0,0.0,258.0,87.0,0.0,9.0,1053.0,1.124,9.3
drex,"6+ Days,GS",32.0,32.0,,,62,144.0,,,20.0,,,,48.0,147.0,,,,,,,10.0,,,1.0,,,,,3.06,9.0,8.0,0.529,3.2,0.0,1.0,1.0,0.0,160.1,57.0,1.0,4.0,669.0,1.198,8.3
drex,"0 Days,GR",121.0,0.0,,,36,74.0,,,12.0,,,,33.0,95.0,,,,,,,0.0,,,4.0,,,,,2.88,10.0,5.0,0.667,1.54,35.0,0.0,0.0,17.0,116.2,20.0,1.0,2.0,451.0,0.917,7.3
drex,"1 Day,GR",139.0,0.0,,,55,99.0,,,14.0,,,,33.0,130.0,,,,,,,6.0,,,2.0,,,,,3.94,7.0,6.0,0.538,3.17,37.0,0.0,0.0,15.0,130.2,46.0,2.0,6.0,529.0,1.01,9.0
drex,"2 Days,GR",109.0,0.0,,,45,106.0,,,14.0,,,,33.0,106.0,,,,,,,6.0,,,4.0,,,,,3.21,9.0,2.0,0.818,3.32,25.0,0.0,0.0,10.0,116.2,43.0,0.0,2.0,488.0,1.191,8.2
drex,"3 Days,GR",52.0,0.0,,,24,35.0,,,7.0,,,,21.0,51.0,,,,,,,3.0,,,1.0,,,,,2.43,4.0,4.0,0.5,2.93,15.0,0.0,0.0,4.0,58.1,19.0,2.0,1.0,230.0,0.96,7.9
drex,"4 Days,GR",28.0,0.0,,,21,35.0,,,4.0,,,,17.0,42.0,,,,,,,0.0,,,0.0,,,,,2.47,3.0,1.0,0.75,4.03,7.0,0.0,0.0,1.0,38.0,17.0,0.0,4.0,162.0,1.368,9.9
drex,"5 Days,GR",11.0,0.0,,,8,14.0,,,2.0,,,,5.0,16.0,,,,,,,3.0,,,0.0,,,,,3.2,1.0,0.0,1.0,3.44,4.0,0.0,0.0,0.0,18.1,7.0,0.0,0.0,77.0,1.036,7.9
drex,"6+ Days,GR",59.0,0.0,,,36,62.0,,,5.0,,,,24.0,70.0,,,,,,,5.0,,,1.0,,,,,2.92,5.0,2.0,0.714,4.07,20.0,0.0,0.0,4.0,66.1,30.0,0.0,2.0,289.0,1.296,9.5
hitloc,To Infield,145.0,,1778.0,1747.0,49,145.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.083,0.083,0.086,0.169,151.0,92.0,0.0,31.0,0.0,0.0,40.0,0.083,-47.0,102.0,,,,,,,,,,,,,,,,
hitloc,To Outfield,145.0,,1850.0,1826.0,460,941.0,196.0,26.0,137.0,,0.0,0.0,0.0,0.0,0.515,0.509,0.876,1.385,1600.0,0.0,0.0,0.0,24.0,0.0,4.0,0.469,319.0,86.0,,,,,,,,,,,,,,,,
hitloc,Ball In Play,145.0,,3491.0,3436.0,289,949.0,202.0,26.0,0.0,,0.0,0.0,0.0,0.0,0.276,0.274,0.35,0.624,1203.0,92.0,0.0,31.0,24.0,0.0,44.0,0.274,92.0,88.0,,,,,,,,,,,,,,,,
hitloc,Not in Play,145.0,,1847.0,1407.0,242,137.0,0.0,0.0,137.0,,51.0,16.0,381.0,1270.0,0.097,0.312,0.389,0.701,548.0,0.0,57.0,0.0,0.0,16.0,0.0,,116.0,65.0,3.33,,,,,,,,,,,,,,,
hitloc,Fair Terr,145.0,,3525.0,3470.0,509,1086.0,202.0,26.0,137.0,,0.0,0.0,0.0,0.0,0.313,0.311,0.505,0.815,1751.0,92.0,0.0,31.0,24.0,0.0,44.0,0.283,148.0,81.0,,,,,,,,,,,,,,,,
hitloc,Foul Terr,77.0,,103.0,103.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,,,,,,,,,,,,,,,,,
hitloc,Pulled-RHB,142.0,,549.0,547.0,103,212.0,60.0,1.0,33.0,,0.0,0.0,0.0,0.0,0.388,0.387,0.682,1.069,373.0,19.0,0.0,1.0,1.0,0.0,15.0,0.348,223.0,85.0,,,,,,,,,,,,,,,,
hitloc,Up Mdle-RHB,145.0,,1106.0,1086.0,159,310.0,40.0,8.0,44.0,,0.0,0.0,0.0,0.0,0.285,0.284,0.459,0.742,498.0,35.0,0.0,14.0,6.0,0.0,10.0,0.254,126.0,89.0,,,,,,,,,,,,,,,,
