Category,Split,G,GS,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
platparks,as LHB@MIN-Target Field,3.0,,46.0,42.0,7,13.0,3.0,0.0,2.0,7.0,0.0,0.0,3.0,12.0,0.31,0.348,0.524,0.872,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.379,158.0,125.0
platparks,as LHB@NYM-Citi Field,4.0,,85.0,75.0,12,21.0,1.0,0.0,6.0,12.0,0.0,0.0,9.0,13.0,0.28,0.365,0.533,0.898,40.0,1.0,1.0,0.0,0.0,1.0,0.0,0.268,166.0,154.0
platparks,as RHB@NYM-Citi Field,4.0,,62.0,54.0,6,17.0,5.0,0.0,1.0,6.0,2.0,1.0,8.0,13.0,0.315,0.403,0.463,0.866,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.4,159.0,162.0
platparks,as RHB@PIT-PNC Pk,73.0,,1313.0,1178.0,139,275.0,63.0,7.0,19.0,131.0,6.0,6.0,109.0,268.0,0.233,0.302,0.347,0.649,409.0,22.0,9.0,12.0,5.0,5.0,8.0,0.286,94.0,82.0
platparks,as LHB@PIT-PNC Pk,73.0,,1351.0,1178.0,156,294.0,59.0,7.0,36.0,147.0,12.0,5.0,142.0,301.0,0.25,0.334,0.403,0.737,475.0,19.0,13.0,7.0,11.0,4.0,8.0,0.303,120.0,98.0
platparks,as RHB@SDP-Petco Pk,3.0,,55.0,51.0,2,10.0,2.0,0.0,0.0,2.0,2.0,0.0,3.0,11.0,0.196,0.255,0.235,0.49,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,48.0,42.0
platparks,as LHB@SDP-Petco Pk,3.0,,52.0,48.0,2,11.0,3.0,0.0,1.0,2.0,1.0,0.0,3.0,13.0,0.229,0.269,0.354,0.623,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.286,85.0,83.0
platparks,as RHB@SFG-Oracle Park,3.0,,68.0,62.0,4,11.0,3.0,0.0,0.0,4.0,1.0,0.0,6.0,23.0,0.177,0.25,0.226,0.476,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.282,44.0,40.0
platparks,as LHB@SFG-Oracle Park,3.0,,51.0,43.0,13,14.0,3.0,2.0,2.0,11.0,0.0,0.0,5.0,6.0,0.326,0.392,0.628,1.02,27.0,2.0,1.0,0.0,2.0,0.0,1.0,0.324,201.0,180.0
platparks,as LHB@STL-Busch Stad 3,9.0,,197.0,172.0,23,43.0,4.0,0.0,8.0,22.0,1.0,0.0,21.0,47.0,0.25,0.335,0.413,0.748,71.0,1.0,2.0,0.0,2.0,2.0,0.0,0.294,123.0,131.0
platparks,as RHB@STL-Busch Stad 3,9.0,,142.0,133.0,14,32.0,4.0,0.0,2.0,13.0,0.0,1.0,8.0,30.0,0.241,0.284,0.316,0.599,42.0,5.0,0.0,1.0,0.0,1.0,0.0,0.297,80.0,75.0
platparks,as RHB@WSN-Natls Park,3.0,,64.0,60.0,3,16.0,4.0,0.0,1.0,3.0,1.0,0.0,3.0,6.0,0.267,0.297,0.383,0.68,23.0,2.0,0.0,0.0,1.0,0.0,1.0,0.278,102.0,79.0
platparks,as LHB@WSN-Natls Park,3.0,,45.0,43.0,1,8.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,11.0,0.186,0.222,0.233,0.455,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,37.0,22.0
