Category,Split,G,GS,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
platparks,as RHB@CLE-Progressive,3.0,,64.0,59.0,2,12.0,3.0,0.0,0.0,1.0,1.0,0.0,4.0,13.0,0.203,0.25,0.254,0.504,15.0,3.0,0.0,0.0,1.0,0.0,1.0,0.255,36.0,41.0
platparks,as LHB@CLE-Progressive,3.0,,44.0,41.0,6,10.0,3.0,0.0,1.0,5.0,0.0,0.0,2.0,10.0,0.244,0.273,0.39,0.663,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.29,75.0,85.0
platparks,as RHB@COL-Coors Fld,4.0,,102.0,84.0,20,23.0,4.0,0.0,6.0,18.0,1.0,1.0,12.0,11.0,0.274,0.392,0.536,0.928,45.0,4.0,5.0,0.0,1.0,0.0,0.0,0.25,145.0,128.0
platparks,as LHB@COL-Coors Fld,4.0,,67.0,62.0,7,18.0,1.0,0.0,0.0,7.0,1.0,1.0,5.0,13.0,0.29,0.343,0.306,0.65,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.367,76.0,76.0
platparks,as RHB@KCR-KauffmanStad,3.0,,59.0,54.0,11,18.0,6.0,1.0,3.0,10.0,0.0,0.0,4.0,12.0,0.333,0.39,0.648,1.038,35.0,4.0,1.0,0.0,0.0,0.0,1.0,0.385,171.0,177.0
platparks,as LHB@KCR-KauffmanStad,3.0,,61.0,52.0,6,12.0,1.0,1.0,0.0,6.0,1.0,0.0,7.0,16.0,0.231,0.344,0.288,0.633,15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.333,73.0,78.0
platparks,as RHB@LAD-Dodger Stad,3.0,,73.0,64.0,5,13.0,4.0,0.0,0.0,5.0,2.0,1.0,6.0,23.0,0.203,0.278,0.266,0.543,17.0,1.0,1.0,1.0,1.0,0.0,0.0,0.31,47.0,54.0
platparks,as LHB@LAD-Dodger Stad,3.0,,42.0,39.0,6,10.0,3.0,0.0,2.0,6.0,1.0,0.0,1.0,11.0,0.256,0.31,0.487,0.797,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.308,109.0,139.0
platparks,as RHB@MIA-loanDepot pk,3.0,,56.0,53.0,2,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.113,0.145,0.151,0.296,8.0,2.0,0.0,1.0,0.0,0.0,1.0,0.176,-20.0,-11.0
platparks,as LHB@MIA-loanDepot pk,3.0,,48.0,43.0,6,13.0,6.0,0.0,2.0,6.0,1.0,0.0,3.0,13.0,0.302,0.354,0.581,0.936,25.0,2.0,1.0,0.0,1.0,1.0,1.0,0.379,144.0,180.0
platparks,as RHB@MIL-Am Fam Field,10.0,,214.0,187.0,20,36.0,3.0,0.0,6.0,20.0,2.0,4.0,16.0,62.0,0.193,0.283,0.305,0.588,57.0,5.0,8.0,2.0,1.0,0.0,0.0,0.25,58.0,71.0
platparks,as LHB@MIL-Am Fam Field,10.0,,153.0,134.0,16,32.0,7.0,0.0,1.0,14.0,1.0,0.0,16.0,44.0,0.239,0.32,0.313,0.634,42.0,3.0,1.0,0.0,2.0,2.0,1.0,0.341,71.0,89.0
platparks,as RHB@MIN-Target Field,2.0,,59.0,48.0,7,11.0,1.0,0.0,2.0,7.0,1.0,1.0,9.0,10.0,0.229,0.356,0.375,0.731,18.0,1.0,1.0,0.0,1.0,1.0,0.0,0.243,97.0,105.0
platparks,as LHB@MIN-Target Field,2.0,,35.0,32.0,8,11.0,1.0,0.0,2.0,8.0,0.0,1.0,3.0,7.0,0.344,0.4,0.563,0.963,18.0,1.0,0.0,0.0,0.0,0.0,1.0,0.391,154.0,150.0
platparks,as LHB@NYM-Citi Field,3.0,,62.0,55.0,6,15.0,5.0,0.0,2.0,6.0,0.0,0.0,6.0,15.0,0.273,0.355,0.473,0.828,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.342,119.0,135.0
platparks,as RHB@NYM-Citi Field,3.0,,64.0,52.0,11,13.0,4.0,1.0,4.0,11.0,1.0,2.0,9.0,13.0,0.25,0.359,0.596,0.956,31.0,0.0,1.0,0.0,2.0,0.0,0.0,0.243,149.0,182.0
platparks,as RHB@PHI-CitizensBank,3.0,,56.0,51.0,7,10.0,0.0,0.0,5.0,7.0,0.0,0.0,2.0,17.0,0.196,0.255,0.49,0.745,25.0,3.0,2.0,1.0,0.0,0.0,0.0,0.172,93.0,101.0
platparks,as LHB@PHI-CitizensBank,3.0,,52.0,46.0,7,11.0,3.0,0.0,1.0,7.0,0.0,0.0,6.0,13.0,0.239,0.327,0.37,0.696,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313,86.0,95.0
platparks,as RHB@PIT-PNC Pk,4.0,,97.0,89.0,13,26.0,3.0,0.0,2.0,13.0,1.0,0.0,7.0,17.0,0.292,0.351,0.393,0.744,35.0,3.0,1.0,0.0,0.0,0.0,0.0,0.343,99.0,109.0
platparks,as LHB@PIT-PNC Pk,4.0,,67.0,62.0,13,19.0,7.0,0.0,3.0,13.0,0.0,1.0,5.0,12.0,0.306,0.358,0.565,0.923,35.0,1.0,0.0,0.0,0.0,0.0,1.0,0.34,142.0,144.0
platparks,as RHB@SDP-Petco Pk,4.0,,81.0,70.0,9,19.0,2.0,0.0,1.0,9.0,1.0,0.0,7.0,18.0,0.271,0.354,0.343,0.697,24.0,2.0,2.0,2.0,0.0,0.0,0.0,0.353,88.0,101.0
platparks,as LHB@SDP-Petco Pk,4.0,,69.0,65.0,4,14.0,3.0,0.0,0.0,4.0,1.0,0.0,4.0,18.0,0.215,0.261,0.262,0.522,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.298,41.0,55.0
platparks,as RHB@SFG-Oracle Park,3.0,,56.0,50.0,2,8.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,14.0,0.16,0.236,0.22,0.456,11.0,2.0,2.0,1.0,0.0,0.0,0.0,0.222,24.0,34.0
platparks,as LHB@SFG-Oracle Park,3.0,,46.0,44.0,7,8.0,1.0,0.0,4.0,7.0,0.0,0.0,2.0,13.0,0.182,0.217,0.477,0.695,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148,78.0,87.0
platparks,as LHB@STL-Busch Stad 3,10.0,,145.0,129.0,16,29.0,5.0,0.0,6.0,16.0,0.0,0.0,13.0,32.0,0.225,0.306,0.403,0.709,52.0,4.0,2.0,1.0,0.0,1.0,0.0,0.253,88.0,119.0
platparks,as RHB@STL-Busch Stad 3,10.0,,228.0,201.0,21,42.0,10.0,1.0,8.0,19.0,0.0,0.0,17.0,42.0,0.209,0.296,0.388,0.685,78.0,3.0,8.0,2.0,0.0,1.0,1.0,0.225,81.0,98.0
platparks,as RHB@WSN-Natls Park,3.0,,60.0,55.0,5,11.0,1.0,0.0,3.0,5.0,0.0,1.0,3.0,16.0,0.2,0.25,0.382,0.632,21.0,2.0,1.0,0.0,1.0,0.0,1.0,0.216,66.0,64.0
platparks,as LHB@WSN-Natls Park,3.0,,42.0,39.0,3,12.0,2.0,0.0,0.0,3.0,1.0,0.0,2.0,9.0,0.308,0.357,0.359,0.716,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,93.0,93.0
