Category,Split,G,GS,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
parks,MIN-Target Field,29.0,3.0,112.0,102.0,14,23.0,4.0,0.0,6.0,13.0,0.0,0.0,7.0,21.0,0.225,0.279,0.441,0.72,45.0,2.0,1.0,1.0,1.0,0.0,2.0,0.224,91.0,91.0
parks,TOR-TD Ballpark,48.0,4.0,183.0,155.0,32,36.0,12.0,1.0,7.0,31.0,5.0,2.0,25.0,45.0,0.232,0.346,0.458,0.804,71.0,2.0,2.0,1.0,0.0,5.0,2.0,0.282,116.0,100.0
parks,TBR-TropicanaFld,716.0,71.0,2628.0,2312.0,353,551.0,118.0,16.0,87.0,332.0,32.0,21.0,260.0,681.0,0.238,0.324,0.416,0.74,962.0,31.0,40.0,2.0,13.0,15.0,30.0,0.298,99.0,117.0
parks,ATL-Truist Pk,47.0,3.0,120.0,104.0,14,24.0,5.0,1.0,3.0,13.0,2.0,1.0,11.0,26.0,0.231,0.308,0.385,0.693,40.0,0.0,2.0,0.0,3.0,0.0,0.0,0.269,87.0,90.0
parks,NYY-Yankee Stad3,75.0,7.0,274.0,241.0,36,48.0,11.0,0.0,8.0,34.0,6.0,2.0,28.0,76.0,0.199,0.288,0.344,0.633,83.0,2.0,3.0,0.0,2.0,0.0,4.0,0.252,71.0,82.0
platparks,as RHB@LAA-Angel Stad,4.0,,85.0,75.0,13,20.0,2.0,0.0,3.0,12.0,4.0,0.0,9.0,29.0,0.267,0.353,0.413,0.766,31.0,1.0,1.0,0.0,0.0,0.0,2.0,0.395,108.0,112.0
platparks,as LHB@LAA-Angel Stad,4.0,,82.0,67.0,13,15.0,4.0,0.0,3.0,12.0,4.0,0.0,14.0,20.0,0.224,0.366,0.418,0.784,28.0,2.0,1.0,0.0,0.0,0.0,0.0,0.273,113.0,103.0
platparks,as RHB@ATL-Truist Pk,3.0,,47.0,43.0,4,7.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,12.0,0.163,0.234,0.372,0.606,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.172,61.0,65.0
platparks,as LHB@ATL-Truist Pk,3.0,,73.0,61.0,10,17.0,4.0,0.0,1.0,9.0,1.0,0.0,8.0,14.0,0.279,0.356,0.393,0.75,24.0,0.0,1.0,0.0,3.0,0.0,0.0,0.327,104.0,102.0
platparks,as RHB@BAL-Camden Yards,9.0,,176.0,161.0,38,47.0,9.0,0.0,12.0,36.0,2.0,0.0,13.0,40.0,0.292,0.347,0.571,0.918,92.0,3.0,1.0,0.0,1.0,0.0,0.0,0.318,143.0,123.0
platparks,as LHB@BAL-Camden Yards,9.0,,212.0,186.0,47,58.0,10.0,2.0,13.0,45.0,1.0,0.0,24.0,40.0,0.312,0.392,0.597,0.988,111.0,0.0,1.0,0.0,1.0,0.0,1.0,0.336,163.0,140.0
platparks,as RHB@BOS-Fenway Pk,9.0,,204.0,184.0,35,55.0,14.0,2.0,8.0,31.0,1.0,1.0,18.0,58.0,0.299,0.363,0.527,0.89,97.0,1.0,1.0,0.0,1.0,3.0,1.0,0.395,138.0,118.0
platparks,as LHB@BOS-Fenway Pk,9.0,,168.0,147.0,22,32.0,6.0,1.0,5.0,20.0,1.0,0.0,18.0,40.0,0.218,0.305,0.374,0.68,55.0,2.0,1.0,1.0,1.0,1.0,0.0,0.262,84.0,77.0
platparks,as RHB@CHW-Guaranteed,3.0,,49.0,45.0,6,10.0,3.0,0.0,3.0,6.0,0.0,0.0,4.0,13.0,0.222,0.286,0.489,0.775,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.241,105.0,104.0
platparks,as LHB@CHW-Guaranteed,3.0,,64.0,61.0,6,14.0,5.0,0.0,2.0,5.0,0.0,1.0,3.0,19.0,0.23,0.266,0.41,0.675,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,80.0,93.0
platparks,as RHB@CLE-Progressive,4.0,,49.0,46.0,7,11.0,1.0,1.0,3.0,5.0,0.0,0.0,3.0,7.0,0.239,0.286,0.5,0.786,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.222,107.0,110.0
platparks,as LHB@CLE-Progressive,4.0,,114.0,103.0,18,31.0,7.0,1.0,5.0,18.0,1.0,1.0,9.0,16.0,0.301,0.36,0.534,0.894,55.0,1.0,1.0,0.0,1.0,0.0,1.0,0.313,138.0,148.0
platparks,as RHB@DET-Comerica Pk,3.0,,63.0,54.0,6,14.0,3.0,0.0,1.0,6.0,2.0,1.0,7.0,12.0,0.259,0.349,0.37,0.72,20.0,0.0,1.0,0.0,1.0,1.0,1.0,0.31,96.0,103.0
platparks,as LHB@DET-Comerica Pk,3.0,,66.0,58.0,12,14.0,3.0,3.0,2.0,12.0,2.0,0.0,6.0,14.0,0.241,0.303,0.5,0.803,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0.273,112.0,129.0
platparks,as RHB@KCR-KauffmanStad,3.0,,55.0,48.0,8,12.0,1.0,1.0,1.0,7.0,1.0,0.0,7.0,14.0,0.25,0.345,0.375,0.72,18.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,96.0,98.0
platparks,as LHB@KCR-KauffmanStad,3.0,,74.0,64.0,18,23.0,7.0,0.0,3.0,17.0,1.0,1.0,8.0,10.0,0.359,0.419,0.609,1.028,39.0,3.0,0.0,0.0,2.0,0.0,0.0,0.377,174.0,181.0
platparks,as RHB@MIA-loanDepot pk,3.0,,50.0,48.0,7,12.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,7.0,0.25,0.28,0.438,0.718,21.0,0.0,1.0,0.0,0.0,0.0,1.0,0.256,91.0,111.0
platparks,as LHB@MIA-loanDepot pk,3.0,,59.0,51.0,7,10.0,2.0,0.0,3.0,7.0,0.0,0.0,6.0,18.0,0.196,0.276,0.412,0.688,21.0,1.0,0.0,1.0,1.0,0.0,0.0,0.226,83.0,107.0
platparks,as RHB@MIN-Target Field,3.0,,59.0,53.0,7,14.0,3.0,0.0,4.0,7.0,0.0,0.0,4.0,11.0,0.264,0.31,0.547,0.858,29.0,1.0,0.0,1.0,1.0,0.0,2.0,0.256,126.0,130.0
platparks,as LHB@MIN-Target Field,3.0,,53.0,49.0,7,9.0,1.0,0.0,2.0,6.0,0.0,0.0,3.0,10.0,0.184,0.245,0.327,0.572,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.189,54.0,49.0
platparks,as LHB@NYY-Yankee Stad3,7.0,,133.0,118.0,18,25.0,5.0,0.0,6.0,18.0,5.0,0.0,13.0,38.0,0.212,0.301,0.407,0.708,48.0,0.0,2.0,0.0,0.0,0.0,1.0,0.257,90.0,116.0
platparks,as RHB@NYY-Yankee Stad3,7.0,,141.0,123.0,18,23.0,6.0,0.0,2.0,16.0,1.0,2.0,15.0,38.0,0.187,0.277,0.285,0.561,35.0,2.0,1.0,0.0,2.0,0.0,3.0,0.247,54.0,58.0
platparks,as RHB@OAK-Coliseum,3.0,,61.0,57.0,6,10.0,1.0,0.0,2.0,6.0,1.0,0.0,3.0,15.0,0.175,0.23,0.298,0.528,17.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2,42.0,57.0
platparks,as LHB@OAK-Coliseum,3.0,,44.0,42.0,2,7.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,18.0,0.167,0.205,0.286,0.49,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.261,31.0,34.0
platparks,as RHB@PHI-CitizensBank,2.0,,36.0,34.0,4,8.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,11.0,0.235,0.278,0.265,0.542,9.0,2.0,1.0,0.0,0.0,0.0,1.0,0.348,50.0,54.0
platparks,as LHB@PHI-CitizensBank,2.0,,39.0,39.0,6,12.0,3.0,0.0,2.0,5.0,0.0,1.0,0.0,13.0,0.308,0.308,0.538,0.846,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.417,123.0,130.0
