Category,Split,G,GS,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
platparks,as RHB@SFG-Oracle Park,3.0,,78.0,73.0,16,21.0,5.0,0.0,5.0,16.0,1.0,0.0,4.0,17.0,0.288,0.333,0.562,0.895,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.314,143.0,154.0
platparks,as LHB@SFG-Oracle Park,3.0,,36.0,33.0,2,6.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,10.0,0.182,0.222,0.303,0.525,10.0,1.0,0.0,0.0,1.0,0.0,1.0,0.217,44.0,46.0
platparks,as LHB@STL-Busch Stad 3,4.0,,72.0,65.0,5,9.0,3.0,0.0,1.0,5.0,1.0,1.0,4.0,20.0,0.138,0.208,0.231,0.439,15.0,2.0,2.0,0.0,1.0,0.0,0.0,0.178,22.0,36.0
platparks,as RHB@STL-Busch Stad 3,4.0,,69.0,64.0,7,16.0,3.0,0.0,2.0,7.0,1.0,0.0,3.0,17.0,0.25,0.279,0.391,0.67,25.0,0.0,0.0,1.0,1.0,0.0,1.0,0.304,84.0,93.0
platparks,as RHB@TBR-TropicanaFld,2.0,,51.0,47.0,3,9.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,15.0,0.191,0.235,0.213,0.448,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.273,26.0,35.0
platparks,as LHB@TBR-TropicanaFld,2.0,,22.0,20.0,2,6.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,8.0,0.3,0.364,0.55,0.914,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.455,149.0,164.0
platparks,as RHB@WSN-Natls Park,10.0,,220.0,193.0,36,48.0,15.0,1.0,6.0,35.0,2.0,0.0,19.0,48.0,0.249,0.327,0.43,0.757,83.0,5.0,4.0,3.0,1.0,1.0,3.0,0.3,108.0,99.0
platparks,as LHB@WSN-Natls Park,10.0,,200.0,176.0,30,57.0,10.0,0.0,9.0,26.0,1.0,0.0,22.0,28.0,0.324,0.399,0.534,0.933,94.0,1.0,0.0,2.0,0.0,3.0,3.0,0.345,156.0,146.0
platparks,as RHB@TOR-TD Ballpark,3.0,,77.0,65.0,7,14.0,5.0,1.0,1.0,7.0,1.0,0.0,10.0,21.0,0.215,0.338,0.369,0.707,24.0,4.0,2.0,0.0,0.0,0.0,1.0,0.302,97.0,73.0
platparks,as LHB@TOR-TD Ballpark,3.0,,47.0,41.0,6,13.0,1.0,0.0,2.0,6.0,4.0,0.0,6.0,17.0,0.317,0.404,0.488,0.892,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,147.0,149.0
