Category,Split,G,GS,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
platparks,as RHB@NYM-Citi Field,3.0,,67.0,61.0,8,17.0,1.0,0.0,4.0,8.0,1.0,0.0,5.0,27.0,0.279,0.333,0.492,0.825,30.0,2.0,0.0,1.0,0.0,0.0,0.0,0.433,128.0,145.0
platparks,as RHB@OAK-Coliseum,2.0,,44.0,43.0,6,13.0,2.0,0.0,1.0,6.0,0.0,0.0,1.0,13.0,0.302,0.318,0.419,0.737,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414,105.0,118.0
platparks,as LHB@OAK-Coliseum,2.0,,40.0,36.0,6,12.0,3.0,0.0,0.0,6.0,0.0,1.0,2.0,6.0,0.333,0.385,0.417,0.801,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4,126.0,123.0
platparks,as RHB@PHI-CitizensBank,3.0,,59.0,55.0,13,11.0,4.0,0.0,4.0,13.0,0.0,0.0,4.0,17.0,0.2,0.254,0.491,0.745,27.0,4.0,0.0,0.0,0.0,2.0,0.0,0.206,103.0,101.0
platparks,as LHB@PHI-CitizensBank,3.0,,55.0,49.0,3,14.0,2.0,0.0,0.0,3.0,1.0,0.0,6.0,8.0,0.286,0.364,0.327,0.69,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.341,96.0,96.0
platparks,as RHB@PIT-PNC Pk,4.0,,80.0,64.0,10,12.0,0.0,0.0,2.0,9.0,5.0,1.0,12.0,12.0,0.188,0.338,0.281,0.619,18.0,2.0,3.0,0.0,1.0,0.0,1.0,0.196,77.0,76.0
platparks,as LHB@PIT-PNC Pk,4.0,,82.0,68.0,9,20.0,8.0,0.0,1.0,9.0,3.0,0.0,13.0,13.0,0.294,0.402,0.456,0.858,31.0,4.0,0.0,0.0,1.0,0.0,0.0,0.345,141.0,131.0
platparks,as RHB@SDP-Petco Pk,75.0,,1574.0,1350.0,189,308.0,68.0,4.0,47.0,182.0,20.0,8.0,183.0,398.0,0.228,0.324,0.389,0.712,525.0,24.0,15.0,9.0,16.0,11.0,9.0,0.283,100.0,103.0
platparks,as LHB@SDP-Petco Pk,75.0,,1221.0,1066.0,137,269.0,56.0,5.0,29.0,130.0,27.0,8.0,124.0,228.0,0.252,0.338,0.396,0.734,422.0,29.0,16.0,8.0,5.0,11.0,9.0,0.295,106.0,116.0
platparks,as RHB@SFG-Oracle Park,5.0,,106.0,99.0,8,19.0,6.0,0.0,1.0,7.0,0.0,0.0,4.0,24.0,0.192,0.229,0.283,0.511,28.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24,43.0,48.0
platparks,as LHB@SFG-Oracle Park,5.0,,80.0,74.0,10,19.0,5.0,1.0,3.0,10.0,2.0,0.0,6.0,17.0,0.257,0.313,0.473,0.785,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.296,117.0,117.0
platparks,as RHB@WSN-Natls Park,3.0,,82.0,70.0,24,29.0,4.0,0.0,5.0,22.0,4.0,2.0,10.0,16.0,0.414,0.481,0.686,1.167,48.0,2.0,0.0,1.0,1.0,1.0,1.0,0.48,224.0,205.0
platparks,as LHB@WSN-Natls Park,3.0,,63.0,52.0,17,17.0,2.0,1.0,3.0,17.0,3.0,0.0,10.0,12.0,0.327,0.435,0.577,1.012,30.0,2.0,0.0,0.0,0.0,0.0,2.0,0.378,182.0,167.0
platparks,as RHB@TEX-GlbLifeField,3.0,,57.0,51.0,8,11.0,4.0,0.0,2.0,6.0,0.0,1.0,4.0,12.0,0.216,0.281,0.412,0.692,21.0,5.0,1.0,0.0,1.0,0.0,1.0,0.237,92.0,97.0
platparks,as LHB@TEX-GlbLifeField,3.0,,55.0,50.0,4,16.0,1.0,0.0,3.0,4.0,0.0,0.0,5.0,5.0,0.32,0.382,0.52,0.902,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,151.0,150.0
